league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
econf,2012-13,1,2012-08-10,Hereford United,Macclesfield Town,2,1,1,0,1445827
econf,2012-13,1,2012-08-11,AFC Barrow,Telford United,0,0,0,0,1445828
econf,2012-13,1,2012-08-11,AFC Wrexham,FC Woking,3,1,2,0,1445838
econf,2012-13,1,2012-08-11,Braintree Town,FC Hyde,2,2,0,2,1445829
econf,2012-13,1,2012-08-11,FC Dartford,FC Tamworth,2,3,1,2,1445830
econf,2012-13,1,2012-08-11,FC Southport,Grimsby Town,1,1,0,0,1445836
econf,2012-13,1,2012-08-11,Forest Green Rovers,Cambridge United,1,1,0,1,1445831
econf,2012-13,1,2012-08-11,Lincoln City,Kidderminster Harriers,1,0,1,0,1445832
econf,2012-13,1,2012-08-11,Luton Town,FC Gateshead,2,2,0,2,1445833
econf,2012-13,1,2012-08-11,Mansfield Town,Newport County,3,4,0,2,1445834
econf,2012-13,1,2012-08-11,Nuneaton Town,Ebbsfleet United,4,5,2,3,1445835
econf,2012-13,1,2012-08-11,Stockport County,Alfreton Town,1,0,1,0,1445837
econf,2012-13,2,2012-08-14,Alfreton Town,FC Southport,3,3,1,1,1445840
econf,2012-13,2,2012-08-14,Cambridge United,Lincoln City,2,1,1,1,1445841
econf,2012-13,2,2012-08-14,Ebbsfleet United,Braintree Town,0,1,0,0,1445842
econf,2012-13,2,2012-08-14,FC Gateshead,Mansfield Town,4,1,1,1,1445843
econf,2012-13,2,2012-08-14,FC Hyde,AFC Barrow,0,0,0,0,1445845
econf,2012-13,2,2012-08-14,FC Tamworth,Hereford United,2,2,0,2,1445849
econf,2012-13,2,2012-08-14,FC Woking,FC Dartford,1,0,0,0,1445850
econf,2012-13,2,2012-08-14,Grimsby Town,Stockport County,1,2,0,0,1445844
econf,2012-13,2,2012-08-14,Kidderminster Harriers,Luton Town,0,2,0,2,1445846
econf,2012-13,2,2012-08-14,Macclesfield Town,AFC Wrexham,2,0,1,0,1445847
econf,2012-13,2,2012-08-14,Newport County,Nuneaton Town,4,0,2,0,1445848
econf,2012-13,2,2012-08-14,Telford United,Forest Green Rovers,1,2,0,2,1445839
econf,2012-13,3,2012-08-17,FC Hyde,Luton Town,1,2,0,0,1445857
econf,2012-13,3,2012-08-18,Alfreton Town,Hereford United,0,3,0,0,1445852
econf,2012-13,3,2012-08-18,Cambridge United,FC Southport,2,0,0,0,1445853
econf,2012-13,3,2012-08-18,Ebbsfleet United,AFC Wrexham,1,1,0,0,1445854
econf,2012-13,3,2012-08-18,FC Gateshead,Forest Green Rovers,1,1,0,0,1445855
econf,2012-13,3,2012-08-18,FC Tamworth,Stockport County,1,0,1,0,1445861
econf,2012-13,3,2012-08-18,FC Woking,AFC Barrow,3,1,1,1,1445862
econf,2012-13,3,2012-08-18,Grimsby Town,Nuneaton Town,0,0,0,0,1445856
econf,2012-13,3,2012-08-18,Kidderminster Harriers,Mansfield Town,2,3,1,1,1445858
econf,2012-13,3,2012-08-18,Macclesfield Town,FC Dartford,2,0,1,0,1445859
econf,2012-13,3,2012-08-18,Newport County,Lincoln City,2,1,2,0,1445860
econf,2012-13,3,2012-08-18,Telford United,Braintree Town,3,0,2,0,1445851
econf,2012-13,4,2012-08-24,Stockport County,FC Gateshead,1,2,1,0,1445873
econf,2012-13,4,2012-08-25,AFC Barrow,Alfreton Town,1,3,0,1,1445863
econf,2012-13,4,2012-08-25,AFC Wrexham,Grimsby Town,0,0,0,0,1445874
econf,2012-13,4,2012-08-25,Braintree Town,Newport County,1,2,0,0,1445864
econf,2012-13,4,2012-08-25,FC Dartford,Kidderminster Harriers,1,0,1,0,1445865
econf,2012-13,4,2012-08-25,FC Southport,FC Tamworth,0,3,0,2,1445872
econf,2012-13,4,2012-08-25,Forest Green Rovers,FC Woking,3,1,0,1,1445866
econf,2012-13,4,2012-08-25,Hereford United,Ebbsfleet United,4,2,2,0,1445867
econf,2012-13,4,2012-08-25,Lincoln City,Macclesfield Town,2,3,1,1,1445868
econf,2012-13,4,2012-08-25,Luton Town,Telford United,0,1,0,1,1445869
econf,2012-13,4,2012-08-25,Mansfield Town,FC Hyde,1,0,1,0,1445870
econf,2012-13,4,2012-08-25,Nuneaton Town,Cambridge United,2,2,0,0,1445871
econf,2012-13,5,2012-08-27,Alfreton Town,Nuneaton Town,0,3,0,0,1445876
econf,2012-13,5,2012-08-27,Cambridge United,FC Dartford,1,2,0,0,1445877
econf,2012-13,5,2012-08-27,Ebbsfleet United,Luton Town,1,3,0,2,1445878
econf,2012-13,5,2012-08-27,FC Gateshead,Lincoln City,1,1,1,0,1445879
econf,2012-13,5,2012-08-27,FC Hyde,FC Southport,0,2,0,1,1445881
econf,2012-13,5,2012-08-27,FC Tamworth,AFC Wrexham,0,1,0,1,1445885
econf,2012-13,5,2012-08-27,Grimsby Town,Mansfield Town,4,1,2,0,1445880
econf,2012-13,5,2012-08-27,Kidderminster Harriers,Forest Green Rovers,0,1,0,0,1445882
econf,2012-13,5,2012-08-27,Macclesfield Town,AFC Barrow,2,0,1,0,1445883
econf,2012-13,5,2012-08-27,Telford United,Stockport County,2,2,0,1,1445875
econf,2012-13,5,2012-08-28,FC Woking,Braintree Town,1,4,1,1,1445886
econf,2012-13,5,2012-08-28,Newport County,Hereford United,2,0,0,0,1445884
econf,2012-13,6,2012-09-01,AFC Barrow,Kidderminster Harriers,1,1,0,1,1445887
econf,2012-13,6,2012-09-01,AFC Wrexham,Newport County,2,0,1,0,1445898
econf,2012-13,6,2012-09-01,Braintree Town,FC Tamworth,2,1,1,1,1445888
econf,2012-13,6,2012-09-01,FC Dartford,Alfreton Town,5,1,3,0,1445889
