ticker,mean,count
SRT3.DE,3.238050065627055,9
DUE.DE,3.2329451091289094,8
STO3.DE,2.1180662663012964,8
PAH3.DE,1.8639139562190246,11
DEZ.DE,1.8501706699494698,5
NEM.DE,1.4119116306503117,9
EVK.DE,0.9101735910939807,5
AIR.DE,0.8090349809902546,8
ADS.DE,0.7777650358010673,9
LXS.DE,0.767435839738504,9
