league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el2,2020-21,1,2020-09-12,AFC Barrow,FC Stevenage,1,1,1,0,4672597
el2,2020-21,1,2020-09-12,Bolton Wanderers,Forest Green Rovers,0,1,0,0,4672598
el2,2020-21,1,2020-09-12,Bradford City,Colchester United,0,0,0,0,4672599
el2,2020-21,1,2020-09-12,Cambridge United,Carlisle United,3,0,2,0,4672600
el2,2020-21,1,2020-09-12,Cheltenham Town,FC Morecambe,1,2,1,0,4672601
el2,2020-21,1,2020-09-12,FC Port Vale,Crawley Town,2,0,1,0,4672604
el2,2020-21,1,2020-09-12,FC Walsall,Grimsby Town,1,0,0,0,4672608
el2,2020-21,1,2020-09-12,Mansfield Town,Tranmere Rovers,0,0,0,0,4672602
el2,2020-21,1,2020-09-12,Oldham Athletic,Leyton Orient,0,1,0,0,4672603
el2,2020-21,1,2020-09-12,Salford City,Exeter City,2,2,1,2,4672605
el2,2020-21,1,2020-09-12,Scunthorpe United,Newport County,1,1,0,1,4672606
el2,2020-21,1,2020-09-12,Southend United,Harrogate Town,0,4,0,2,4672607
el2,2020-21,2,2020-09-19,Carlisle United,Southend United,2,0,2,0,4672609
el2,2020-21,2,2020-09-19,Colchester United,Bolton Wanderers,2,0,1,0,4672610
el2,2020-21,2,2020-09-19,Crawley Town,Scunthorpe United,1,0,1,0,4672611
el2,2020-21,2,2020-09-19,Exeter City,FC Port Vale,0,2,0,1,4672612
el2,2020-21,2,2020-09-19,FC Morecambe,Cambridge United,0,5,0,3,4672617
el2,2020-21,2,2020-09-19,FC Stevenage,Oldham Athletic,3,0,0,0,4672619
el2,2020-21,2,2020-09-19,Forest Green Rovers,Bradford City,2,2,0,0,4672613
el2,2020-21,2,2020-09-19,Grimsby Town,Salford City,0,4,0,1,4672614
el2,2020-21,2,2020-09-19,Harrogate Town,FC Walsall,2,2,2,1,4672615
el2,2020-21,2,2020-09-19,Leyton Orient,Mansfield Town,2,2,0,0,4672616
el2,2020-21,2,2020-09-19,Newport County,AFC Barrow,2,1,1,1,4672618
el2,2020-21,2,2020-09-19,Tranmere Rovers,Cheltenham Town,0,3,0,3,4672620
el2,2020-21,3,2020-09-26,AFC Barrow,Colchester United,1,1,0,1,4672621
el2,2020-21,3,2020-09-26,Bolton Wanderers,Newport County,0,2,0,0,4672622
el2,2020-21,3,2020-09-26,Bradford City,FC Stevenage,2,1,0,1,4672623
el2,2020-21,3,2020-09-26,Cambridge United,Tranmere Rovers,0,0,0,0,4672624
el2,2020-21,3,2020-09-26,FC Port Vale,Harrogate Town,0,0,0,0,4672628
el2,2020-21,3,2020-09-26,Mansfield Town,Exeter City,1,2,1,1,4672626
el2,2020-21,3,2020-09-26,Oldham Athletic,Crawley Town,2,3,1,2,4672627
el2,2020-21,3,2020-09-26,Salford City,Forest Green Rovers,0,0,0,0,4672629
el2,2020-21,3,2020-09-26,Scunthorpe United,Carlisle United,1,0,1,0,4672630
el2,2020-21,3,2020-09-26,Southend United,FC Morecambe,1,2,1,0,4672631
el2,2020-21,3,2020-10-13,Cheltenham Town,Grimsby Town,1,3,1,2,4672625
el2,2020-21,3,2020-10-13,FC Walsall,Leyton Orient,2,1,1,1,4672632
el2,2020-21,4,2020-10-03,Carlisle United,AFC Barrow,1,0,1,0,4672633
el2,2020-21,4,2020-10-03,Colchester United,Oldham Athletic,3,3,2,0,4672634
el2,2020-21,4,2020-10-03,Crawley Town,Southend United,1,1,1,0,4672635
el2,2020-21,4,2020-10-03,Exeter City,Cambridge United,2,0,2,0,4672636
el2,2020-21,4,2020-10-03,FC Morecambe,FC Port Vale,1,0,0,0,4672641
el2,2020-21,4,2020-10-03,FC Stevenage,Salford City,0,1,0,1,4672643
el2,2020-21,4,2020-10-03,Forest Green Rovers,FC Walsall,1,1,0,1,4672637
el2,2020-21,4,2020-10-03,Harrogate Town,Bolton Wanderers,1,2,0,1,4672639
el2,2020-21,4,2020-10-03,Leyton Orient,Cheltenham Town,0,2,0,2,4672640
el2,2020-21,4,2020-10-03,Newport County,Mansfield Town,2,1,0,0,4672642
el2,2020-21,4,2020-10-03,Tranmere Rovers,Scunthorpe United,2,0,1,0,4672644
el2,2020-21,4,2020-12-22,Grimsby Town,Bradford City,1,2,0,2,4672638
el2,2020-21,5,2020-10-10,AFC Barrow,Leyton Orient,1,1,1,0,4672645
el2,2020-21,5,2020-10-10,Bolton Wanderers,Grimsby Town,0,0,0,0,4672646
el2,2020-21,5,2020-10-10,Cambridge United,Newport County,2,1,1,0,4672648
el2,2020-21,5,2020-10-10,Cheltenham Town,Crawley Town,2,0,1,0,4672649
el2,2020-21,5,2020-10-10,FC Port Vale,Carlisle United,0,1,0,0,4672652
el2,2020-21,5,2020-10-10,FC Walsall,Colchester United,1,1,0,1,4672656
el2,2020-21,5,2020-10-10,Mansfield Town,FC Stevenage,0,0,0,0,4672650
el2,2020-21,5,2020-10-10,Oldham Athletic,FC Morecambe,2,3,0,1,4672651
el2,2020-21,5,2020-10-10,Salford City,Tranmere Rovers,2,2,2,0,4672653
el2,2020-21,5,2020-10-10,Scunthorpe United,Forest Green Rovers,1,4,1,2,4672654
el2,2020-21,5,2020-10-10,Southend United,Exeter City,2,2,1,1,4672655
el2,2020-21,5,2020-10-12,Bradford City,Harrogate Town,0,1,0,0,4672647
el2,2020-21,6,2020-10-17,Bolton Wanderers,Oldham Athletic,1,2,1,1,4672657
el2,2020-21,6,2020-10-17,Carlisle United,Colchester United,3,2,2,1,4672658
el2,2020-21,6,2020-10-17,Crawley Town,FC Morecambe,4,0,0,0,4672659
el2,2020-21,6,2020-10-17,FC Port Vale,Salford City,1,0,0,0,4672665
el2,2020-21,6,2020-10-17,FC Walsall,Exeter City,0,0,0,0,4672668
el2,2020-21,6,2020-10-17,Forest Green Rovers,FC Stevenage,1,0,1,0,4672660
el2,2020-21,6,2020-10-17,Harrogate Town,AFC Barrow,1,0,1,0,4672661
el2,2020-21,6,2020-10-17,Leyton Orient,Grimsby Town,2,3,1,2,4672662
el2,2020-21,6,2020-10-17,Mansfield Town,Bradford City,1,3,0,2,4672663
el2,2020-21,6,2020-10-17,Newport County,Tranmere Rovers,1,0,1,0,4672664
el2,2020-21,6,2020-10-17,Scunthorpe United,Cambridge United,0,5,0,2,4672666
el2,2020-21,6,2020-10-17,Southend United,Cheltenham Town,0,2,0,1,4672667
el2,2020-21,7,2020-10-20,AFC Barrow,Bolton Wanderers,3,3,3,2,4672669
el2,2020-21,7,2020-10-20,Bradford City,FC Walsall,1,1,0,1,4672670
el2,2020-21,7,2020-10-20,Cambridge United,FC Port Vale,3,1,1,1,4672671
el2,2020-21,7,2020-10-20,Cheltenham Town,Scunthorpe United,1,0,1,0,4672672
el2,2020-21,7,2020-10-20,Colchester United,Forest Green Rovers,1,0,1,0,4672673
el2,2020-21,7,2020-10-20,Exeter City,Crawley Town,2,1,0,1,4672674
el2,2020-21,7,2020-10-20,FC Morecambe,Mansfield Town,1,1,1,1,4672676
el2,2020-21,7,2020-10-20,FC Stevenage,Newport County,0,1,0,1,4672679
el2,2020-21,7,2020-10-20,Grimsby Town,Harrogate Town,1,2,1,2,4672675
el2,2020-21,7,2020-10-20,Oldham Athletic,Carlisle United,1,1,0,0,4672677
el2,2020-21,7,2020-10-20,Salford City,Southend United,3,0,1,0,4672678
el2,2020-21,7,2020-10-20,Tranmere Rovers,Leyton Orient,0,1,0,0,4672680
el2,2020-21,8,2020-10-24,AFC Barrow,FC Walsall,2,2,1,1,4672681
el2,2020-21,8,2020-10-24,Bradford City,Newport County,0,3,0,2,4672682
el2,2020-21,8,2020-10-24,Cambridge United,Bolton Wanderers,1,1,0,0,4672683
el2,2020-21,8,2020-10-24,Cheltenham Town,Mansfield Town,0,0,0,0,4672684
el2,2020-21,8,2020-10-24,Colchester United,Harrogate Town,2,1,0,0,4672685
el2,2020-21,8,2020-10-24,Exeter City,Scunthorpe United,3,1,2,0,4672686
el2,2020-21,8,2020-10-24,FC Morecambe,Forest Green Rovers,1,2,1,0,4672688
el2,2020-21,8,2020-10-24,FC Stevenage,Leyton Orient,0,2,0,0,4672691
el2,2020-21,8,2020-10-24,Grimsby Town,Carlisle United,1,1,1,0,4672687
el2,2020-21,8,2020-10-24,Oldham Athletic,FC Port Vale,1,2,0,2,4672689
el2,2020-21,8,2020-10-24,Salford City,Crawley Town,1,1,0,0,4672690
el2,2020-21,8,2020-10-24,Tranmere Rovers,Southend United,2,0,1,0,4672692
el2,2020-21,9,2020-10-27,Bolton Wanderers,Bradford City,1,0,1,0,4672704
el2,2020-21,9,2020-10-27,Carlisle United,FC Morecambe,3,1,2,0,4672693
el2,2020-21,9,2020-10-27,Crawley Town,Tranmere Rovers,4,0,3,0,4672694
el2,2020-21,9,2020-10-27,FC Port Vale,Cheltenham Town,2,1,0,0,4672700
el2,2020-21,9,2020-10-27,FC Walsall,Cambridge United,0,2,0,1,4672703
el2,2020-21,9,2020-10-27,Forest Green Rovers,Grimsby Town,1,0,1,0,4672695
el2,2020-21,9,2020-10-27,Harrogate Town,FC Stevenage,0,0,0,0,4672696
el2,2020-21,9,2020-10-27,Leyton Orient,Exeter City,1,1,1,0,4672697
el2,2020-21,9,2020-10-27,Mansfield Town,AFC Barrow,2,4,1,2,4672698
el2,2020-21,9,2020-10-27,Newport County,Colchester United,2,1,0,0,4672699
el2,2020-21,9,2020-10-27,Southend United,Oldham Athletic,1,2,0,0,4672702
el2,2020-21,9,2021-01-12,Scunthorpe United,Salford City,0,1,0,0,4672701
el2,2020-21,10,2020-10-31,AFC Barrow,Bradford City,1,0,1,0,4672705
el2,2020-21,10,2020-10-31,Cheltenham Town,Forest Green Rovers,2,1,1,0,4672706
el2,2020-21,10,2020-10-31,Crawley Town,Cambridge United,2,1,1,1,4672707
el2,2020-21,10,2020-10-31,Exeter City,Carlisle United,1,0,0,0,4672708
el2,2020-21,10,2020-10-31,FC Stevenage,Grimsby Town,0,0,0,0,4672715
el2,2020-21,10,2020-10-31,Leyton Orient,Bolton Wanderers,4,0,3,0,4672709
el2,2020-21,10,2020-10-31,Mansfield Town,FC Walsall,1,1,1,0,4672710
el2,2020-21,10,2020-10-31,Newport County,Harrogate Town,2,1,1,1,4672711
