league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el2,2016-17,1,2016-08-06,Accrington Stanley,Doncaster Rovers,3,2,2,1,3316046
el2,2016-17,1,2016-08-06,Cambridge United,FC Barnet,1,1,0,0,3316048
el2,2016-17,1,2016-08-06,Cheltenham Town,Leyton Orient,1,1,0,1,3316049
el2,2016-17,1,2016-08-06,Crawley Town,Wycombe Wanderers,1,0,0,0,3316050
el2,2016-17,1,2016-08-06,FC Blackpool,Exeter City,2,0,1,0,3316047
el2,2016-17,1,2016-08-06,FC Portsmouth,Carlisle United,1,1,1,1,3316055
el2,2016-17,1,2016-08-06,FC Stevenage,Crewe Alexandra,1,2,0,0,3316056
el2,2016-17,1,2016-08-06,Grimsby Town,FC Morecambe,2,0,1,0,3316051
el2,2016-17,1,2016-08-06,Hartlepool United,Colchester United,1,1,1,1,3316052
el2,2016-17,1,2016-08-06,Newport County,Mansfield Town,2,3,1,1,3316053
el2,2016-17,1,2016-08-06,Plymouth Argyle,Luton Town,0,3,0,0,3316054
el2,2016-17,1,2016-08-06,Yeovil Town,Notts County,2,0,2,0,3316057
el2,2016-17,2,2016-08-13,Carlisle United,Plymouth Argyle,1,0,1,0,3316059
el2,2016-17,2,2016-08-13,Colchester United,Cambridge United,2,0,1,0,3316060
el2,2016-17,2,2016-08-13,Crewe Alexandra,FC Portsmouth,0,0,0,0,3316061
el2,2016-17,2,2016-08-13,Doncaster Rovers,Crawley Town,1,1,0,1,3316062
el2,2016-17,2,2016-08-13,Exeter City,Hartlepool United,1,2,1,0,3316063
el2,2016-17,2,2016-08-13,FC Barnet,Accrington Stanley,2,0,1,0,3316058
el2,2016-17,2,2016-08-13,FC Morecambe,FC Blackpool,2,1,1,1,3316067
el2,2016-17,2,2016-08-13,Leyton Orient,Newport County,0,1,0,1,3316064
el2,2016-17,2,2016-08-13,Luton Town,Yeovil Town,1,1,1,0,3316065
el2,2016-17,2,2016-08-13,Mansfield Town,Cheltenham Town,1,1,0,0,3316066
el2,2016-17,2,2016-08-13,Notts County,FC Stevenage,1,1,1,1,3316068
el2,2016-17,2,2016-08-13,Wycombe Wanderers,Grimsby Town,2,1,0,0,3316069
el2,2016-17,3,2016-08-16,Carlisle United,Cheltenham Town,1,1,0,0,3316070
el2,2016-17,3,2016-08-16,Colchester United,Grimsby Town,3,2,3,0,3316071
el2,2016-17,3,2016-08-16,Crewe Alexandra,Hartlepool United,3,3,2,1,3316072
el2,2016-17,3,2016-08-16,Doncaster Rovers,Cambridge United,1,0,0,0,3316073
el2,2016-17,3,2016-08-16,Exeter City,Crawley Town,0,1,0,0,3316074
el2,2016-17,3,2016-08-16,FC Barnet,FC Blackpool,1,1,0,1,3316081
el2,2016-17,3,2016-08-16,FC Morecambe,FC Portsmouth,2,0,2,0,3316078
el2,2016-17,3,2016-08-16,Leyton Orient,FC Stevenage,3,0,2,0,3316075
el2,2016-17,3,2016-08-16,Luton Town,Newport County,2,1,0,0,3316076
el2,2016-17,3,2016-08-16,Mansfield Town,Yeovil Town,1,0,0,0,3316077
el2,2016-17,3,2016-08-16,Notts County,Plymouth Argyle,1,2,1,2,3316079
el2,2016-17,3,2016-08-16,Wycombe Wanderers,Accrington Stanley,1,1,1,0,3316080
el2,2016-17,4,2016-08-20,Accrington Stanley,Exeter City,1,2,0,0,3316082
el2,2016-17,4,2016-08-20,Cambridge United,Carlisle United,2,2,2,1,3316084
el2,2016-17,4,2016-08-20,Cheltenham Town,Doncaster Rovers,0,1,0,0,3316085
el2,2016-17,4,2016-08-20,Crawley Town,FC Barnet,1,1,0,1,3316086
el2,2016-17,4,2016-08-20,FC Blackpool,Wycombe Wanderers,0,0,0,0,3316083
el2,2016-17,4,2016-08-20,FC Portsmouth,Colchester United,2,0,0,0,3316091
el2,2016-17,4,2016-08-20,FC Stevenage,Luton Town,2,1,0,1,3316092
el2,2016-17,4,2016-08-20,Grimsby Town,Leyton Orient,1,2,0,0,3316087
el2,2016-17,4,2016-08-20,Hartlepool United,Notts County,1,2,1,0,3316088
el2,2016-17,4,2016-08-20,Newport County,Crewe Alexandra,1,1,0,1,3316089
el2,2016-17,4,2016-08-20,Plymouth Argyle,Mansfield Town,2,0,2,0,3316090
el2,2016-17,4,2016-08-20,Yeovil Town,FC Morecambe,0,1,0,0,3316093
el2,2016-17,5,2016-08-27,Accrington Stanley,FC Morecambe,2,3,2,1,3316094
el2,2016-17,5,2016-08-27,Cambridge United,Luton Town,0,3,0,0,3316097
el2,2016-17,5,2016-08-27,Cheltenham Town,Crewe Alexandra,2,0,2,0,3316098
el2,2016-17,5,2016-08-27,Crawley Town,Notts County,1,3,0,0,3316099
el2,2016-17,5,2016-08-27,Doncaster Rovers,Yeovil Town,4,1,1,0,3316100
el2,2016-17,5,2016-08-27,Exeter City,FC Portsmouth,0,1,0,0,3316101
el2,2016-17,5,2016-08-27,FC Barnet,Carlisle United,0,1,0,1,3316095
el2,2016-17,5,2016-08-27,FC Blackpool,Plymouth Argyle,0,1,0,0,3316096
el2,2016-17,5,2016-08-27,Grimsby Town,FC Stevenage,5,2,2,1,3316102
el2,2016-17,5,2016-08-27,Hartlepool United,Newport County,2,2,2,2,3316103
el2,2016-17,5,2016-08-27,Leyton Orient,Mansfield Town,1,2,0,0,3316104
el2,2016-17,5,2016-08-27,Wycombe Wanderers,Colchester United,0,2,0,0,3316105
el2,2016-17,6,2016-09-03,Carlisle United,Accrington Stanley,1,1,0,0,3316106
el2,2016-17,6,2016-09-03,Colchester United,Exeter City,2,3,2,1,3316107
el2,2016-17,6,2016-09-03,Crewe Alexandra,Doncaster Rovers,2,1,1,0,3316108
el2,2016-17,6,2016-09-03,FC Morecambe,Leyton Orient,1,2,0,1,3316111
el2,2016-17,6,2016-09-03,FC Portsmouth,Crawley Town,3,0,3,0,3316115
el2,2016-17,6,2016-09-03,FC Stevenage,Hartlepool United,6,1,2,1,3316116
el2,2016-17,6,2016-09-03,Luton Town,Wycombe Wanderers,4,1,1,0,3316109
el2,2016-17,6,2016-09-03,Mansfield Town,Cambridge United,0,0,0,0,3316110
el2,2016-17,6,2016-09-03,Notts County,Grimsby Town,2,2,0,1,3316113
el2,2016-17,6,2016-09-03,Plymouth Argyle,Cheltenham Town,1,0,0,0,3316114
el2,2016-17,6,2016-09-03,Yeovil Town,FC Blackpool,0,3,0,0,3316117
el2,2016-17,6,2016-10-25,Newport County,FC Barnet,2,2,1,0,3316112
el2,2016-17,7,2016-09-10,Carlisle United,Leyton Orient,2,2,0,1,3316118
el2,2016-17,7,2016-09-10,Colchester United,FC Blackpool,3,2,1,1,3316119
el2,2016-17,7,2016-09-10,Crewe Alexandra,Exeter City,2,0,1,0,3316120
el2,2016-17,7,2016-09-10,FC Morecambe,Doncaster Rovers,1,5,1,2,3316123
el2,2016-17,7,2016-09-10,FC Portsmouth,Wycombe Wanderers,4,2,3,2,3316127
el2,2016-17,7,2016-09-10,FC Stevenage,Crawley Town,2,1,1,0,3316128
el2,2016-17,7,2016-09-10,Luton Town,Grimsby Town,1,2,0,1,3316121
el2,2016-17,7,2016-09-10,Mansfield Town,FC Barnet,0,1,0,0,3316122
el2,2016-17,7,2016-09-10,Newport County,Cheltenham Town,2,2,2,2,3316124
el2,2016-17,7,2016-09-10,Notts County,Accrington Stanley,0,2,0,1,3316125
el2,2016-17,7,2016-09-10,Plymouth Argyle,Cambridge United,2,1,1,0,3316126
el2,2016-17,7,2016-09-10,Yeovil Town,Hartlepool United,1,2,0,0,3316129
el2,2016-17,8,2016-09-17,Accrington Stanley,FC Portsmouth,1,0,0,0,3316130
el2,2016-17,8,2016-09-17,Cambridge United,FC Morecambe,1,2,1,0,3316133
el2,2016-17,8,2016-09-17,Cheltenham Town,Notts County,2,3,1,2,3316134
el2,2016-17,8,2016-09-17,Crawley Town,Luton Town,2,0,1,0,3316135
el2,2016-17,8,2016-09-17,Doncaster Rovers,Newport County,2,0,1,0,3316136
el2,2016-17,8,2016-09-17,Exeter City,Plymouth Argyle,0,2,0,2,3316137
el2,2016-17,8,2016-09-17,FC Barnet,Colchester United,1,1,0,1,3316131
el2,2016-17,8,2016-09-17,FC Blackpool,Carlisle United,2,2,0,0,3316132
el2,2016-17,8,2016-09-17,Grimsby Town,Crewe Alexandra,0,2,0,1,3316138
el2,2016-17,8,2016-09-17,Hartlepool United,Mansfield Town,0,0,0,0,3316139
el2,2016-17,8,2016-09-17,Leyton Orient,Yeovil Town,0,1,0,0,3316140
el2,2016-17,8,2016-09-17,Wycombe Wanderers,FC Stevenage,1,0,1,0,3316141
el2,2016-17,9,2016-09-24,Carlisle United,Wycombe Wanderers,1,0,0,0,3316142
el2,2016-17,9,2016-09-24,Colchester United,Accrington Stanley,1,2,1,0,3316143
el2,2016-17,9,2016-09-24,Crewe Alexandra,FC Blackpool,1,1,0,1,3316144
el2,2016-17,9,2016-09-24,FC Morecambe,Crawley Town,2,3,0,0,3316147
el2,2016-17,9,2016-09-24,FC Portsmouth,FC Barnet,5,1,1,1,3316151
el2,2016-17,9,2016-09-24,FC Stevenage,Exeter City,0,2,0,0,3316152
el2,2016-17,9,2016-09-24,Luton Town,Doncaster Rovers,3,1,2,1,3316145
el2,2016-17,9,2016-09-24,Mansfield Town,Grimsby Town,0,1,0,1,3316146
el2,2016-17,9,2016-09-24,Newport County,Cambridge United,1,2,1,0,3316148
el2,2016-17,9,2016-09-24,Notts County,Leyton Orient,3,1,0,0,3316149
el2,2016-17,9,2016-09-24,Plymouth Argyle,Hartlepool United,1,1,0,1,3316150
el2,2016-17,9,2016-09-24,Yeovil Town,Cheltenham Town,4,2,3,1,3316153
el2,2016-17,10,2016-09-27,Accrington Stanley,Mansfield Town,1,1,0,1,3316154
el2,2016-17,10,2016-09-27,Cambridge United,Yeovil Town,1,0,0,0,3316156
el2,2016-17,10,2016-09-27,Cheltenham Town,FC Stevenage,0,0,0,0,3316157
el2,2016-17,10,2016-09-27,Crawley Town,Colchester United,1,1,1,0,3316158
el2,2016-17,10,2016-09-27,Doncaster Rovers,Carlisle United,2,2,2,1,3316159
el2,2016-17,10,2016-09-27,Exeter City,Notts County,0,2,0,2,3316160
el2,2016-17,10,2016-09-27,FC Barnet,FC Morecambe,2,2,2,1,3316165
el2,2016-17,10,2016-09-27,FC Blackpool,FC Portsmouth,3,1,1,1,3316155
el2,2016-17,10,2016-09-27,Grimsby Town,Newport County,1,0,0,0,3316161
el2,2016-17,10,2016-09-27,Hartlepool United,Luton Town,1,1,1,0,3316162
el2,2016-17,10,2016-09-27,Leyton Orient,Plymouth Argyle,0,2,0,1,3316163
el2,2016-17,10,2016-09-27,Wycombe Wanderers,Crewe Alexandra,5,1,3,0,3316164
el2,2016-17,11,2016-10-01,Cambridge United,Accrington Stanley,2,1,1,0,3316167
el2,2016-17,11,2016-10-01,Carlisle United,Colchester United,2,0,0,0,3316168
el2,2016-17,11,2016-10-01,Cheltenham Town,Luton Town,1,1,0,0,3316169
el2,2016-17,11,2016-10-01,Crawley Town,FC Blackpool,1,0,0,0,3316170
el2,2016-17,11,2016-10-01,Crewe Alexandra,Mansfield Town,1,1,0,0,3316171
el2,2016-17,11,2016-10-01,FC Barnet,Leyton Orient,0,0,0,0,3316166
el2,2016-17,11,2016-10-01,FC Portsmouth,Doncaster Rovers,1,2,1,2,3316176
el2,2016-17,11,2016-10-01,Grimsby Town,Hartlepool United,0,3,0,2,3316172
el2,2016-17,11,2016-10-01,Plymouth Argyle,Yeovil Town,4,1,2,1,3316175
el2,2016-17,11,2016-10-01,Wycombe Wanderers,Exeter City,1,0,0,0,3316177
el2,2016-17,11,2016-10-11,Notts County,FC Morecambe,1,2,0,1,3316174
el2,2016-17,11,2016-12-06,Newport County,FC Stevenage,0,2,0,2,3316173
el2,2016-17,12,2016-10-08,Accrington Stanley,Cheltenham Town,1,1,0,0,3316178
el2,2016-17,12,2016-10-08,Colchester United,Newport County,0,0,0,0,3316180
el2,2016-17,12,2016-10-08,Doncaster Rovers,FC Barnet,3,2,2,0,3316181
el2,2016-17,12,2016-10-08,Exeter City,Grimsby Town,0,0,0,0,3316182
el2,2016-17,12,2016-10-08,FC Blackpool,Cambridge United,1,1,0,1,3316179
el2,2016-17,12,2016-10-08,FC Morecambe,Carlisle United,0,3,0,1,3316187
el2,2016-17,12,2016-10-08,FC Stevenage,Plymouth Argyle,1,2,0,0,3316188
el2,2016-17,12,2016-10-08,Hartlepool United,Crawley Town,1,1,1,0,3316183
el2,2016-17,12,2016-10-08,Leyton Orient,FC Portsmouth,0,1,0,0,3316184
el2,2016-17,12,2016-10-08,Luton Town,Crewe Alexandra,1,1,1,0,3316185
el2,2016-17,12,2016-10-08,Mansfield Town,Notts County,3,1,0,0,3316186
el2,2016-17,12,2016-10-08,Yeovil Town,Wycombe Wanderers,1,0,1,0,3316189
el2,2016-17,13,2016-10-15,Accrington Stanley,FC Blackpool,2,1,0,0,3316190
el2,2016-17,13,2016-10-15,Cambridge United,Grimsby Town,0,1,0,1,3316192
el2,2016-17,13,2016-10-15,Carlisle United,Hartlepool United,3,2,1,0,3316193
el2,2016-17,13,2016-10-15,Cheltenham Town,Crawley Town,2,1,1,0,3316194
el2,2016-17,13,2016-10-15,Doncaster Rovers,Colchester United,1,0,1,0,3316195
el2,2016-17,13,2016-10-15,FC Barnet,Exeter City,1,4,1,1,3316191
el2,2016-17,13,2016-10-15,FC Morecambe,FC Stevenage,0,2,0,1,3316198
el2,2016-17,13,2016-10-15,Leyton Orient,Luton Town,1,2,0,1,3316196
el2,2016-17,13,2016-10-15,Mansfield Town,Wycombe Wanderers,1,1,0,1,3316197
el2,2016-17,13,2016-10-15,Notts County,Crewe Alexandra,1,1,0,0,3316199
el2,2016-17,13,2016-10-15,Plymouth Argyle,FC Portsmouth,2,2,1,1,3316200
el2,2016-17,13,2016-10-15,Yeovil Town,Newport County,1,0,0,0,3316201
el2,2016-17,14,2016-10-22,Colchester United,FC Morecambe,2,2,2,1,3316203
el2,2016-17,14,2016-10-22,Crawley Town,Accrington Stanley,0,0,0,0,3316204
el2,2016-17,14,2016-10-22,Crewe Alexandra,Yeovil Town,0,1,0,0,3316205
el2,2016-17,14,2016-10-22,Exeter City,Cambridge United,1,2,0,2,3316206
el2,2016-17,14,2016-10-22,FC Blackpool,Doncaster Rovers,4,2,2,1,3316202
el2,2016-17,14,2016-10-22,FC Portsmouth,Notts County,1,2,1,1,3316211
el2,2016-17,14,2016-10-22,FC Stevenage,Carlisle United,1,2,1,1,3316212
el2,2016-17,14,2016-10-22,Grimsby Town,Cheltenham Town,0,1,0,1,3316207
el2,2016-17,14,2016-10-22,Hartlepool United,Leyton Orient,1,3,1,0,3316208
el2,2016-17,14,2016-10-22,Luton Town,Mansfield Town,1,1,0,1,3316209
el2,2016-17,14,2016-10-22,Newport County,Plymouth Argyle,1,3,0,1,3316210
el2,2016-17,14,2016-10-22,Wycombe Wanderers,FC Barnet,0,2,0,0,3316213
el2,2016-17,15,2016-10-29,Accrington Stanley,Newport County,1,3,0,0,3316214
el2,2016-17,15,2016-10-29,Cambridge United,FC Portsmouth,0,1,0,1,3316216
el2,2016-17,15,2016-10-29,Carlisle United,Crawley Town,3,1,3,0,3316217
el2,2016-17,15,2016-10-29,Cheltenham Town,FC Blackpool,2,2,2,1,3316218
el2,2016-17,15,2016-10-29,Doncaster Rovers,Wycombe Wanderers,2,2,2,1,3316219
el2,2016-17,15,2016-10-29,FC Barnet,Hartlepool United,3,2,0,1,3316215
el2,2016-17,15,2016-10-29,FC Morecambe,Exeter City,0,3,0,3,3316222
el2,2016-17,15,2016-10-29,Leyton Orient,Crewe Alexandra,0,2,0,2,3316220
el2,2016-17,15,2016-10-29,Mansfield Town,FC Stevenage,1,2,0,1,3316221
el2,2016-17,15,2016-10-29,Notts County,Luton Town,0,0,0,0,3316223
el2,2016-17,15,2016-10-29,Plymouth Argyle,Colchester United,2,1,1,1,3316224
el2,2016-17,15,2016-10-29,Yeovil Town,Grimsby Town,0,0,0,0,3316225
el2,2016-17,16,2016-11-12,Colchester United,Leyton Orient,0,3,0,1,3316227
el2,2016-17,16,2016-11-12,Crawley Town,Cambridge United,1,3,1,2,3316228
el2,2016-17,16,2016-11-12,Crewe Alexandra,Plymouth Argyle,1,2,1,1,3316229
el2,2016-17,16,2016-11-12,Exeter City,Doncaster Rovers,1,3,0,0,3316230
el2,2016-17,16,2016-11-12,FC Blackpool,Notts County,4,0,1,0,3316226
el2,2016-17,16,2016-11-12,FC Portsmouth,Mansfield Town,4,0,1,0,3316235
el2,2016-17,16,2016-11-12,FC Stevenage,Yeovil Town,2,2,0,0,3316236
el2,2016-17,16,2016-11-12,Grimsby Town,FC Barnet,2,2,2,0,3316231
el2,2016-17,16,2016-11-12,Hartlepool United,Cheltenham Town,2,0,1,0,3316232
el2,2016-17,16,2016-11-12,Luton Town,Accrington Stanley,1,0,0,0,3316233
el2,2016-17,16,2016-11-12,Newport County,Carlisle United,2,0,1,0,3316234
el2,2016-17,16,2016-11-12,Wycombe Wanderers,FC Morecambe,2,0,0,0,3316237
el2,2016-17,17,2016-11-19,Accrington Stanley,FC Stevenage,0,1,0,0,3316238
el2,2016-17,17,2016-11-19,Cambridge United,Wycombe Wanderers,1,2,0,1,3316240
el2,2016-17,17,2016-11-19,Carlisle United,Exeter City,3,2,1,1,3316241
el2,2016-17,17,2016-11-19,Cheltenham Town,FC Portsmouth,1,1,0,0,3316242
el2,2016-17,17,2016-11-19,Doncaster Rovers,Hartlepool United,2,1,1,1,3316243
el2,2016-17,17,2016-11-19,FC Barnet,Crewe Alexandra,0,0,0,0,3316239
el2,2016-17,17,2016-11-19,FC Morecambe,Luton Town,0,2,0,1,3316246
el2,2016-17,17,2016-11-19,Leyton Orient,FC Blackpool,1,2,0,1,3316244
el2,2016-17,17,2016-11-19,Mansfield Town,Crawley Town,3,1,0,0,3316245
el2,2016-17,17,2016-11-19,Notts County,Newport County,0,3,0,2,3316247
el2,2016-17,17,2016-11-19,Plymouth Argyle,Grimsby Town,0,3,0,1,3316248
el2,2016-17,17,2016-11-19,Yeovil Town,Colchester United,2,1,0,0,3316249
el2,2016-17,18,2016-11-22,Cheltenham Town,Colchester United,0,3,0,0,3316250
el2,2016-17,18,2016-11-22,Crewe Alexandra,FC Morecambe,2,1,2,1,3316251
el2,2016-17,18,2016-11-22,Grimsby Town,Carlisle United,2,2,0,1,3316252
el2,2016-17,18,2016-11-22,Hartlepool United,Accrington Stanley,2,0,0,0,3316253
el2,2016-17,18,2016-11-22,Leyton Orient,Exeter City,0,1,0,1,3316254
el2,2016-17,18,2016-11-22,Luton Town,FC Portsmouth,1,3,1,2,3316255
el2,2016-17,18,2016-11-22,Mansfield Town,FC Blackpool,1,0,0,0,3316256
el2,2016-17,18,2016-11-22,Newport County,Wycombe Wanderers,0,1,0,0,3316257
el2,2016-17,18,2016-11-22,Notts County,Cambridge United,0,1,0,1,3316258
el2,2016-17,18,2016-11-22,Plymouth Argyle,FC Barnet,0,2,0,2,3316259
el2,2016-17,18,2016-12-03,FC Stevenage,Doncaster Rovers,3,4,0,3,3316260
el2,2016-17,18,2016-12-03,Yeovil Town,Crawley Town,5,0,3,0,3316261
el2,2016-17,19,2016-11-26,Accrington Stanley,Yeovil Town,1,1,0,0,3316262
el2,2016-17,19,2016-11-26,Cambridge United,Cheltenham Town,3,1,1,0,3316265
el2,2016-17,19,2016-11-26,Carlisle United,Mansfield Town,5,2,1,1,3316266
el2,2016-17,19,2016-11-26,Colchester United,Crewe Alexandra,4,0,1,0,3316267
el2,2016-17,19,2016-11-26,Crawley Town,Grimsby Town,3,2,1,1,3316268
el2,2016-17,19,2016-11-26,Doncaster Rovers,Leyton Orient,3,1,1,1,3316269
el2,2016-17,19,2016-11-26,Exeter City,Luton Town,0,0,0,0,3316270
el2,2016-17,19,2016-11-26,FC Barnet,Notts County,3,2,1,1,3316263
el2,2016-17,19,2016-11-26,FC Blackpool,Newport County,4,1,1,1,3316264
el2,2016-17,19,2016-11-26,FC Morecambe,Plymouth Argyle,2,1,1,1,3316271
el2,2016-17,19,2016-11-26,FC Portsmouth,FC Stevenage,1,2,0,0,3316272
el2,2016-17,19,2016-11-26,Wycombe Wanderers,Hartlepool United,2,0,1,0,3316273
el2,2016-17,20,2016-12-10,Cheltenham Town,Exeter City,1,3,0,0,3316274
el2,2016-17,20,2016-12-10,Crewe Alexandra,Crawley Town,0,2,0,1,3316275
el2,2016-17,20,2016-12-10,FC Stevenage,FC Blackpool,0,2,0,0,3316284
el2,2016-17,20,2016-12-10,Grimsby Town,FC Portsmouth,0,1,0,0,3316276
el2,2016-17,20,2016-12-10,Hartlepool United,Cambridge United,0,5,0,0,3316277
el2,2016-17,20,2016-12-10,Leyton Orient,Accrington Stanley,1,0,0,0,3316278
el2,2016-17,20,2016-12-10,Luton Town,Carlisle United,1,1,1,1,3316279
el2,2016-17,20,2016-12-10,Mansfield Town,Colchester United,0,0,0,0,3316280
el2,2016-17,20,2016-12-10,Notts County,Wycombe Wanderers,0,2,0,1,3316282
el2,2016-17,20,2016-12-10,Plymouth Argyle,Doncaster Rovers,2,0,1,0,3316283
el2,2016-17,20,2016-12-10,Yeovil Town,FC Barnet,0,1,0,0,3316285
el2,2016-17,20,2017-02-21,Newport County,FC Morecambe,1,1,1,0,3316281
el2,2016-17,21,2016-12-17,Accrington Stanley,Plymouth Argyle,0,1,0,0,3316286
