league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el1,2013-14,1,2013-08-02,Sheffield United,Notts County,2,1,1,0,1892953
el1,2013-14,1,2013-08-03,Bristol City,Bradford City,2,2,1,1,1892945
el1,2013-14,1,2013-08-03,Carlisle United,Leyton Orient,1,5,1,2,1892946
el1,2013-14,1,2013-08-03,Crawley Town,Coventry City,3,2,2,0,1892947
el1,2013-14,1,2013-08-03,Crewe Alexandra,Rotherham United,3,3,2,1,1892948
el1,2013-14,1,2013-08-03,FC Gillingham,Colchester United,0,1,0,0,1892949
el1,2013-14,1,2013-08-03,FC Port Vale,FC Brentford,1,1,1,1,1892951
el1,2013-14,1,2013-08-03,FC Stevenage,Oldham Athletic,3,4,1,0,1892955
el1,2013-14,1,2013-08-03,FC Walsall,Tranmere Rovers,3,1,2,1,1892956
el1,2013-14,1,2013-08-03,Peterborough United,Swindon Town,1,0,1,0,1892950
el1,2013-14,1,2013-08-03,Preston North End,Wolverhampton Wanderers,0,0,0,0,1892952
el1,2013-14,1,2013-08-03,Shrewsbury Town,Milton Keynes Dons,0,0,0,0,1892954
el1,2013-14,2,2013-08-10,Bradford City,Carlisle United,4,0,3,0,1892957
el1,2013-14,2,2013-08-10,Colchester United,FC Port Vale,1,0,0,0,1892959
el1,2013-14,2,2013-08-10,FC Brentford,Sheffield United,3,1,1,0,1892958
el1,2013-14,2,2013-08-10,Leyton Orient,Shrewsbury Town,3,0,0,0,1892961
el1,2013-14,2,2013-08-10,Milton Keynes Dons,Crewe Alexandra,1,0,1,0,1892962
el1,2013-14,2,2013-08-10,Notts County,Peterborough United,2,4,1,1,1892963
el1,2013-14,2,2013-08-10,Oldham Athletic,FC Walsall,0,1,0,1,1892964
el1,2013-14,2,2013-08-10,Rotherham United,Preston North End,0,0,0,0,1892965
el1,2013-14,2,2013-08-10,Swindon Town,FC Stevenage,1,0,1,0,1892966
el1,2013-14,2,2013-08-10,Tranmere Rovers,Crawley Town,3,3,2,1,1892967
el1,2013-14,2,2013-08-10,Wolverhampton Wanderers,FC Gillingham,4,0,3,0,1892968
el1,2013-14,2,2013-08-11,Coventry City,Bristol City,5,4,3,0,1892960
el1,2013-14,3,2013-08-17,Bristol City,Wolverhampton Wanderers,1,2,0,1,1892969
el1,2013-14,3,2013-08-17,Carlisle United,Coventry City,0,4,0,3,1892970
el1,2013-14,3,2013-08-17,Crawley Town,Rotherham United,1,2,1,1,1892971
el1,2013-14,3,2013-08-17,Crewe Alexandra,Tranmere Rovers,2,1,1,0,1892972
el1,2013-14,3,2013-08-17,FC Gillingham,FC Brentford,1,1,1,0,1892973
el1,2013-14,3,2013-08-17,FC Port Vale,Bradford City,2,1,1,0,1892975
el1,2013-14,3,2013-08-17,FC Stevenage,Leyton Orient,0,1,0,1,1892979
el1,2013-14,3,2013-08-17,FC Walsall,Notts County,1,1,0,0,1892980
el1,2013-14,3,2013-08-17,Peterborough United,Oldham Athletic,2,1,1,0,1892974
el1,2013-14,3,2013-08-17,Preston North End,Milton Keynes Dons,2,2,2,1,1892976
el1,2013-14,3,2013-08-17,Sheffield United,Colchester United,1,1,1,1,1892977
el1,2013-14,3,2013-08-17,Shrewsbury Town,Swindon Town,2,0,1,0,1892978
el1,2013-14,4,2013-08-23,Colchester United,Carlisle United,1,1,0,1,1892983
el1,2013-14,4,2013-08-23,Wolverhampton Wanderers,Crawley Town,2,1,1,0,1892992
el1,2013-14,4,2013-08-24,Bradford City,Sheffield United,2,0,1,0,1892981
el1,2013-14,4,2013-08-24,FC Brentford,FC Walsall,1,0,1,0,1892982
el1,2013-14,4,2013-08-24,Leyton Orient,Crewe Alexandra,2,0,2,0,1892985
el1,2013-14,4,2013-08-24,Milton Keynes Dons,Bristol City,2,2,0,1,1892986
el1,2013-14,4,2013-08-24,Notts County,FC Stevenage,0,1,0,0,1892987
el1,2013-14,4,2013-08-24,Oldham Athletic,FC Port Vale,3,1,1,1,1892988
el1,2013-14,4,2013-08-24,Rotherham United,Shrewsbury Town,2,2,0,1,1892989
el1,2013-14,4,2013-08-24,Swindon Town,FC Gillingham,2,2,1,1,1892990
el1,2013-14,4,2013-08-24,Tranmere Rovers,Peterborough United,0,5,0,3,1892991
el1,2013-14,4,2013-08-25,Coventry City,Preston North End,4,4,1,1,1892984
el1,2013-14,5,2013-08-31,Colchester United,Leyton Orient,1,2,1,1,1892994
el1,2013-14,5,2013-08-31,FC Brentford,Carlisle United,0,0,0,0,1892993
el1,2013-14,5,2013-08-31,FC Gillingham,Bristol City,1,1,1,1,1892995
el1,2013-14,5,2013-08-31,FC Port Vale,Wolverhampton Wanderers,1,3,0,0,1892999
el1,2013-14,5,2013-08-31,FC Stevenage,Bradford City,1,1,1,0,1893002
el1,2013-14,5,2013-08-31,FC Walsall,Preston North End,0,3,0,1,1893004
el1,2013-14,5,2013-08-31,Notts County,Rotherham United,0,1,0,1,1892996
el1,2013-14,5,2013-08-31,Oldham Athletic,Tranmere Rovers,0,1,0,0,1892997
el1,2013-14,5,2013-08-31,Peterborough United,Crawley Town,0,2,0,1,1892998
el1,2013-14,5,2013-08-31,Sheffield United,Milton Keynes Dons,0,1,0,0,1893000
el1,2013-14,5,2013-08-31,Shrewsbury Town,Coventry City,1,1,0,1,1893001
el1,2013-14,5,2013-08-31,Swindon Town,Crewe Alexandra,5,0,2,0,1893003
el1,2013-14,6,2013-09-07,Bradford City,FC Brentford,4,0,1,0,1893005
el1,2013-14,6,2013-09-07,Carlisle United,FC Port Vale,0,1,0,0,1893007
el1,2013-14,6,2013-09-07,Crawley Town,FC Gillingham,3,2,0,0,1893009
el1,2013-14,6,2013-09-07,Crewe Alexandra,Peterborough United,2,2,2,1,1893010
el1,2013-14,6,2013-09-07,Milton Keynes Dons,Swindon Town,1,1,0,1,1893012
el1,2013-14,6,2013-09-07,Rotherham United,Sheffield United,3,1,0,1,1893014
el1,2013-14,6,2013-09-07,Tranmere Rovers,FC Stevenage,0,0,0,0,1893015
el1,2013-14,6,2013-09-08,Coventry City,Colchester United,2,0,1,0,1893008
el1,2013-14,6,2013-09-09,Preston North End,Oldham Athletic,2,1,2,0,1893013
el1,2013-14,6,2013-09-17,Bristol City,Shrewsbury Town,1,1,0,1,1893006
el1,2013-14,6,2013-09-17,Leyton Orient,Notts County,5,1,2,0,1893011
el1,2013-14,6,2013-09-17,Wolverhampton Wanderers,FC Walsall,0,1,0,0,1893016
el1,2013-14,7,2013-09-14,Bradford City,Colchester United,2,2,1,2,1893017
el1,2013-14,7,2013-09-14,Bristol City,Peterborough United,0,3,0,1,1893018
el1,2013-14,7,2013-09-14,Carlisle United,Sheffield United,1,0,0,0,1893019
el1,2013-14,7,2013-09-14,Crawley Town,Shrewsbury Town,1,1,0,0,1893021
el1,2013-14,7,2013-09-14,Crewe Alexandra,FC Walsall,0,3,0,0,1893022
el1,2013-14,7,2013-09-14,Leyton Orient,FC Port Vale,3,2,2,1,1893023
el1,2013-14,7,2013-09-14,Milton Keynes Dons,Notts County,3,1,2,0,1893024
el1,2013-14,7,2013-09-14,Preston North End,FC Stevenage,3,0,1,0,1893025
el1,2013-14,7,2013-09-14,Rotherham United,Oldham Athletic,3,2,1,1,1893026
el1,2013-14,7,2013-09-14,Tranmere Rovers,FC Brentford,3,4,1,2,1893027
el1,2013-14,7,2013-09-14,Wolverhampton Wanderers,Swindon Town,3,2,2,0,1893028
el1,2013-14,7,2013-09-15,Coventry City,FC Gillingham,2,1,1,1,1893020
el1,2013-14,8,2013-09-21,Colchester United,Crawley Town,1,1,1,1,1893030
el1,2013-14,8,2013-09-21,FC Gillingham,Bradford City,0,1,0,1,1893031
el1,2013-14,8,2013-09-21,FC Port Vale,Coventry City,3,2,1,2,1893035
el1,2013-14,8,2013-09-21,FC Stevenage,Carlisle United,1,3,0,1,1893038
el1,2013-14,8,2013-09-21,FC Walsall,Rotherham United,1,1,1,1,1893040
el1,2013-14,8,2013-09-21,Notts County,Tranmere Rovers,2,0,1,0,1893032
el1,2013-14,8,2013-09-21,Oldham Athletic,Crewe Alexandra,1,1,0,1,1893033
el1,2013-14,8,2013-09-21,Peterborough United,Milton Keynes Dons,2,1,2,0,1893034
el1,2013-14,8,2013-09-21,Sheffield United,Preston North End,0,1,0,0,1893036
el1,2013-14,8,2013-09-21,Shrewsbury Town,Wolverhampton Wanderers,0,1,0,0,1893037
el1,2013-14,8,2013-09-21,Swindon Town,Bristol City,3,2,2,2,1893039
el1,2013-14,8,2013-09-23,FC Brentford,Leyton Orient,0,2,0,0,1893029
el1,2013-14,9,2013-09-28,Bradford City,Shrewsbury Town,2,1,0,1,1893041
el1,2013-14,9,2013-09-28,Bristol City,Colchester United,1,1,0,1,1893042
el1,2013-14,9,2013-09-28,Carlisle United,Notts County,2,1,1,1,1893043
el1,2013-14,9,2013-09-28,Crawley Town,Oldham Athletic,1,0,1,0,1893045
el1,2013-14,9,2013-09-28,Crewe Alexandra,FC Gillingham,0,3,0,1,1893046
el1,2013-14,9,2013-09-28,Leyton Orient,FC Walsall,1,1,1,0,1893047
el1,2013-14,9,2013-09-28,Milton Keynes Dons,FC Stevenage,4,1,3,1,1893048
el1,2013-14,9,2013-09-28,Preston North End,Swindon Town,2,1,1,0,1893049
el1,2013-14,9,2013-09-28,Rotherham United,Peterborough United,0,1,0,0,1893050
el1,2013-14,9,2013-09-28,Tranmere Rovers,FC Port Vale,0,1,0,0,1893051
el1,2013-14,9,2013-09-28,Wolverhampton Wanderers,Sheffield United,2,0,0,0,1893052
el1,2013-14,9,2013-09-29,Coventry City,FC Brentford,0,2,0,1,1893044
el1,2013-14,10,2013-10-04,Sheffield United,Crawley Town,1,1,0,1,1893060
el1,2013-14,10,2013-10-05,Colchester United,Wolverhampton Wanderers,0,3,0,1,1893054
el1,2013-14,10,2013-10-05,FC Brentford,Rotherham United,0,1,0,1,1893053
el1,2013-14,10,2013-10-05,FC Gillingham,Milton Keynes Dons,3,2,2,2,1893055
el1,2013-14,10,2013-10-05,FC Port Vale,Bristol City,1,1,0,0,1893059
el1,2013-14,10,2013-10-05,FC Stevenage,Coventry City,0,1,0,1,1893062
el1,2013-14,10,2013-10-05,FC Walsall,Bradford City,0,2,0,1,1893064
el1,2013-14,10,2013-10-05,Notts County,Crewe Alexandra,4,0,2,0,1893056
el1,2013-14,10,2013-10-05,Oldham Athletic,Leyton Orient,1,1,1,0,1893057
el1,2013-14,10,2013-10-05,Peterborough United,Preston North End,2,0,2,0,1893058
el1,2013-14,10,2013-10-05,Shrewsbury Town,Carlisle United,2,2,1,0,1893061
el1,2013-14,10,2013-10-05,Swindon Town,Tranmere Rovers,1,0,1,0,1893063
el1,2013-14,11,2013-10-12,Colchester United,FC Walsall,1,1,1,0,1893068
el1,2013-14,11,2013-10-12,FC Port Vale,Peterborough United,0,1,0,0,1893072
el1,2013-14,11,2013-10-12,FC Stevenage,FC Brentford,2,1,2,1,1893076
el1,2013-14,11,2013-10-12,Leyton Orient,Milton Keynes Dons,2,1,1,1,1893070
el1,2013-14,11,2013-10-12,Preston North End,Crewe Alexandra,0,2,0,1,1893073
el1,2013-14,11,2013-10-12,Rotherham United,Swindon Town,0,4,0,2,1893074
el1,2013-14,11,2013-10-12,Shrewsbury Town,FC Gillingham,2,0,1,0,1893075
el1,2013-14,11,2013-10-13,Bradford City,Tranmere Rovers,0,1,0,0,1893065
