league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el1,2016-17,1,2016-08-06,AFC Rochdale,Peterborough United,2,3,2,2,3315228
el1,2016-17,1,2016-08-06,Bolton Wanderers,Sheffield United,1,0,1,0,3315222
el1,2016-17,1,2016-08-06,Bradford City,FC Port Vale,0,0,0,0,3315223
el1,2016-17,1,2016-08-06,FC Bury,Charlton Athletic,2,0,0,0,3315224
el1,2016-17,1,2016-08-06,FC Millwall,Oldham Athletic,3,0,2,0,3315225
el1,2016-17,1,2016-08-06,FC Walsall,AFC Wimbledon,3,1,2,0,3315233
el1,2016-17,1,2016-08-06,Northampton Town,Fleetwood Town,1,1,1,0,3315226
el1,2016-17,1,2016-08-06,Oxford United,FC Chesterfield,1,1,1,0,3315227
el1,2016-17,1,2016-08-06,Scunthorpe United,Bristol Rovers,3,1,0,1,3315229
el1,2016-17,1,2016-08-06,Shrewsbury Town,Milton Keynes Dons,0,1,0,0,3315230
el1,2016-17,1,2016-08-06,Southend United,FC Gillingham,1,3,1,1,3315231
el1,2016-17,1,2016-08-06,Swindon Town,Coventry City,1,0,0,0,3315232
el1,2016-17,2,2016-08-13,AFC Wimbledon,Bolton Wanderers,1,2,1,1,3315234
el1,2016-17,2,2016-08-13,Charlton Athletic,Northampton Town,1,1,0,1,3315236
el1,2016-17,2,2016-08-13,Coventry City,Shrewsbury Town,0,0,0,0,3315238
el1,2016-17,2,2016-08-13,FC Chesterfield,Swindon Town,3,1,2,0,3315237
el1,2016-17,2,2016-08-13,FC Gillingham,FC Bury,2,1,1,0,3315240
el1,2016-17,2,2016-08-13,FC Port Vale,Southend United,2,0,1,0,3315244
el1,2016-17,2,2016-08-13,Fleetwood Town,Scunthorpe United,2,2,1,0,3315239
el1,2016-17,2,2016-08-13,Milton Keynes Dons,FC Millwall,2,2,2,2,3315241
el1,2016-17,2,2016-08-13,Oldham Athletic,FC Walsall,0,0,0,0,3315242
el1,2016-17,2,2016-08-13,Peterborough United,Bradford City,0,1,0,1,3315243
el1,2016-17,2,2016-08-13,Sheffield United,AFC Rochdale,1,1,0,1,3315245
el1,2016-17,2,2016-08-14,Bristol Rovers,Oxford United,2,1,1,1,3315235
el1,2016-17,3,2016-08-16,AFC Wimbledon,Scunthorpe United,1,2,0,2,3315246
