MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9031332,1,1,2015-08-08,AFC Wimbledon,Plymouth,88,2026-05-27T21:28:57
9031331,1,1,2015-08-08,Accrington,Luton,88,2026-05-27T21:28:57
9031333,1,1,2015-08-08,Bristol Rvs,Northampton,88,2026-05-27T21:28:57
9031334,1,1,2015-08-08,Cambridge,Newport County,88,2026-05-27T21:28:57
9031335,1,1,2015-08-08,Exeter,Yeovil,88,2026-05-27T21:28:57
9031340,1,1,2015-08-08,Portsmouth,Dag and Red,88,2026-05-27T21:28:57
9031341,1,1,2015-08-08,Stevenage,Notts County,88,2026-05-27T21:28:57
9031336,1,1,2015-08-08,Hartlepool,Morecambe,88,2026-05-27T21:28:57
9031337,1,1,2015-08-08,Leyton Orient,Barnet,88,2026-05-27T21:28:57
9031338,1,1,2015-08-08,Mansfield,Carlisle,88,2026-05-27T21:28:57
9031339,1,1,2015-08-08,Oxford,Crawley Town,88,2026-05-27T21:28:57
9031342,1,1,2015-08-08,Wycombe,York,88,2026-05-27T21:28:57
9031343,2,2,2015-08-14,Notts County,Mansfield,88,2026-05-27T21:28:57
9031345,2,2,2015-08-15,Carlisle,Cambridge,88,2026-05-27T21:28:57
9031346,2,2,2015-08-15,Crawley Town,AFC Wimbledon,88,2026-05-27T21:28:57
9031347,2,2,2015-08-15,Dag and Red,Leyton Orient,88,2026-05-27T21:28:57
9031344,2,2,2015-08-15,Barnet,Wycombe,88,2026-05-27T21:28:57
9031349,2,2,2015-08-15,Morecambe,Accrington,88,2026-05-27T21:28:57
9031348,2,2,2015-08-15,Luton,Oxford,88,2026-05-27T21:28:57
9031350,2,2,2015-08-15,Newport County,Stevenage,88,2026-05-27T21:28:57
9031351,2,2,2015-08-15,Northampton,Exeter,88,2026-05-27T21:28:57
9031352,2,2,2015-08-15,Plymouth,Portsmouth,88,2026-05-27T21:28:57
9031353,2,2,2015-08-15,Yeovil,Bristol Rvs,88,2026-05-27T21:28:57
9031354,2,2,2015-08-15,York,Hartlepool,88,2026-05-27T21:28:57
9031356,3,3,2015-08-18,AFC Wimbledon,Cambridge,88,2026-05-27T21:28:57
9031355,3,3,2015-08-18,Accrington,Mansfield,88,2026-05-27T21:28:57
9031358,3,3,2015-08-18,Crawley Town,Portsmouth,88,2026-05-27T21:28:57
9031359,3,3,2015-08-18,Dag and Red,Exeter,88,2026-05-27T21:28:57
9031357,3,3,2015-08-18,Barnet,Northampton,88,2026-05-27T21:28:57
9031363,3,3,2015-08-18,Morecambe,Wycombe,88,2026-05-27T21:28:57
9031360,3,3,2015-08-18,Hartlepool,Newport County,88,2026-05-27T21:28:57
9031361,3,3,2015-08-18,Leyton Orient,Stevenage,88,2026-05-27T21:28:57
9031362,3,3,2015-08-18,Luton,Bristol Rvs,88,2026-05-27T21:28:57
9031364,3,3,2015-08-18,Oxford,Notts County,88,2026-05-27T21:28:57
9031365,3,3,2015-08-18,Plymouth,Carlisle,88,2026-05-27T21:28:57
9031366,3,3,2015-08-18,York,Yeovil,88,2026-05-27T21:28:57
9031367,4,4,2015-08-22,Bristol Rvs,Barnet,88,2026-05-27T21:28:57
9031368,4,4,2015-08-22,Cambridge,Crawley Town,88,2026-05-27T21:28:57
9031369,4,4,2015-08-22,Carlisle,AFC Wimbledon,88,2026-05-27T21:28:57
9031370,4,4,2015-08-22,Exeter,York,88,2026-05-27T21:28:57
9031375,4,4,2015-08-22,Portsmouth,Morecambe,88,2026-05-27T21:28:57
