MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9042363,1,1,2019-08-03,Sunderland,Oxford,119,2026-05-27T16:50:24
9042355,1,1,2019-08-03,AFC Wimbledon,Rotherham,119,2026-05-27T16:50:24
9042357,1,1,2019-08-03,Burton,Ipswich,119,2026-05-27T16:50:24
9042358,1,1,2019-08-03,Coventry,Southend,119,2026-05-27T16:50:24
9042359,1,1,2019-08-03,Doncaster,Gillingham,119,2026-05-27T16:50:24
9042356,1,1,2019-08-03,Blackpool,Bristol Rvs,119,2026-05-27T16:50:24
9042360,1,1,2019-08-03,Lincoln,Accrington,119,2026-05-27T16:50:24
9042361,1,1,2019-08-03,Peterboro,Fleetwood Town,119,2026-05-27T16:50:24
9042362,1,1,2019-08-03,Shrewsbury,Portsmouth,119,2026-05-27T16:50:24
9042364,1,1,2019-08-03,Tranmere,Rochdale,119,2026-05-27T16:50:24
9042365,1,1,2019-08-03,Wycombe,Bolton,119,2026-05-27T16:50:24
9042374,2,2,2019-08-10,Rochdale,Doncaster,119,2026-05-27T16:50:24
9042366,2,2,2019-08-10,Bolton,Coventry,119,2026-05-27T16:50:24
9042367,2,2,2019-08-10,Bristol Rvs,Wycombe,119,2026-05-27T16:50:24
9042369,2,2,2019-08-10,Gillingham,Burton,119,2026-05-27T16:50:24
9042373,2,2,2019-08-10,Portsmouth,Tranmere,119,2026-05-27T16:50:24
9042368,2,2,2019-08-10,Fleetwood Town,AFC Wimbledon,119,2026-05-27T16:50:24
9042370,2,2,2019-08-10,Ipswich,Sunderland,119,2026-05-27T16:50:24
9042371,2,2,2019-08-10,Milton Keynes Dons,Shrewsbury,119,2026-05-27T16:50:24
9042372,2,2,2019-08-10,Oxford,Peterboro,119,2026-05-27T16:50:24
9042375,2,2,2019-08-10,Rotherham,Lincoln,119,2026-05-27T16:50:24
9042376,2,2,2019-08-10,Southend,Blackpool,119,2026-05-27T16:50:24
9042377,3,3,2019-08-17,Sunderland,Portsmouth,119,2026-05-27T16:50:24
9042378,3,3,2019-08-17,AFC Wimbledon,Accrington,119,2026-05-27T16:50:24
9042380,3,3,2019-08-17,Burton,Rotherham,119,2026-05-27T16:50:24
9042381,3,3,2019-08-17,Coventry,Bristol Rvs,119,2026-05-27T16:50:24
9042382,3,3,2019-08-17,Doncaster,Fleetwood Town,119,2026-05-27T16:50:24
9042379,3,3,2019-08-17,Blackpool,Oxford,119,2026-05-27T16:50:24
9042383,3,3,2019-08-17,Lincoln,Southend,119,2026-05-27T16:50:24
9042384,3,3,2019-08-17,Peterboro,Ipswich,119,2026-05-27T16:50:24
9042385,3,3,2019-08-17,Shrewsbury,Rochdale,119,2026-05-27T16:50:24
9042386,3,3,2019-08-17,Tranmere,Bolton,119,2026-05-27T16:50:24
9042387,3,3,2019-08-17,Wycombe,Milton Keynes Dons,119,2026-05-27T16:50:24
9042396,4,4,2019-08-20,Rochdale,Sunderland,119,2026-05-27T16:50:24
9042388,4,4,2019-08-20,Accrington,Shrewsbury,119,2026-05-27T16:50:24
9042389,4,4,2019-08-20,Bristol Rvs,Tranmere,119,2026-05-27T16:50:24
9042391,4,4,2019-08-20,Gillingham,Blackpool,119,2026-05-27T16:50:24
9042395,4,4,2019-08-20,Portsmouth,Coventry,119,2026-05-27T16:50:24
9042390,4,4,2019-08-20,Fleetwood Town,Wycombe,119,2026-05-27T16:50:24
9042392,4,4,2019-08-20,Ipswich,AFC Wimbledon,119,2026-05-27T16:50:24
9042393,4,4,2019-08-20,Milton Keynes Dons,Lincoln,119,2026-05-27T16:50:24
9042394,4,4,2019-08-20,Oxford,Burton,119,2026-05-27T16:50:24
9042397,4,4,2019-08-20,Southend,Peterboro,119,2026-05-27T16:50:24
9042404,5,5,2019-08-24,Rochdale,Blackpool,119,2026-05-27T16:50:24
9042406,5,5,2019-08-24,Sunderland,AFC Wimbledon,119,2026-05-27T16:50:24
9042399,5,5,2019-08-24,Bolton,Ipswich,119,2026-05-27T16:50:24
9042400,5,5,2019-08-24,Bristol Rvs,Oxford,119,2026-05-27T16:50:24
9042401,5,5,2019-08-24,Coventry,Gillingham,119,2026-05-27T16:50:24
9042398,5,5,2019-08-24,Doncaster,Lincoln,119,2026-05-27T16:50:24
9042402,5,5,2019-08-24,Fleetwood Town,Accrington,119,2026-05-27T16:50:24
9042403,5,5,2019-08-24,Milton Keynes Dons,Peterboro,119,2026-05-27T16:50:24
9042405,5,5,2019-08-24,Shrewsbury,Burton,119,2026-05-27T16:50:24
