MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9042756,1,1,2019-08-03,Bradford,Cambridge,120,2026-05-27T17:11:32
9042757,1,1,2019-08-03,Carlisle,Crawley Town,120,2026-05-27T17:11:32
9042758,1,1,2019-08-03,Colchester,Port Vale,120,2026-05-27T17:11:32
9042759,1,1,2019-08-03,Crewe,Plymouth,120,2026-05-27T17:11:32
9042760,1,1,2019-08-03,Exeter,Macclesfield,120,2026-05-27T17:11:32
9042763,1,1,2019-08-03,Morecambe,Grimsby,120,2026-05-27T17:11:32
9042761,1,1,2019-08-03,Forest Green,Oldham,120,2026-05-27T17:11:32
9042762,1,1,2019-08-03,Leyton Orient,Cheltenham,120,2026-05-27T17:11:32
9042764,1,1,2019-08-03,Newport County,Mansfield,120,2026-05-27T17:11:32
9042765,1,1,2019-08-03,Northampton,Walsall,120,2026-05-27T17:11:32
9042755,1,1,2019-08-03,Salford,Stevenage,120,2026-05-27T17:11:32
9042766,1,1,2019-08-03,Scunthorpe,Swindon,120,2026-05-27T17:11:32
9042768,2,2,2019-08-10,Cambridge,Newport County,120,2026-05-27T17:11:32
9042769,2,2,2019-08-10,Cheltenham,Scunthorpe,120,2026-05-27T17:11:32
9042770,2,2,2019-08-10,Crawley Town,Salford,120,2026-05-27T17:11:32
9042775,2,2,2019-08-10,Port Vale,Northampton,120,2026-05-27T17:11:32
9042776,2,2,2019-08-10,Stevenage,Exeter,120,2026-05-27T17:11:32
9042778,2,2,2019-08-10,Walsall,Forest Green,120,2026-05-27T17:11:32
9042767,2,2,2019-08-10,Grimsby,Bradford,120,2026-05-27T17:11:32
9042771,2,2,2019-08-10,Macclesfield,Leyton Orient,120,2026-05-27T17:11:32
9042772,2,2,2019-08-10,Mansfield,Morecambe,120,2026-05-27T17:11:32
9042773,2,2,2019-08-10,Oldham,Crewe,120,2026-05-27T17:11:32
9042774,2,2,2019-08-10,Plymouth,Colchester,120,2026-05-27T17:11:32
9042777,2,2,2019-08-10,Swindon,Carlisle,120,2026-05-27T17:11:32
9042779,3,3,2019-08-17,Bradford,Oldham,120,2026-05-27T17:11:32
9042780,3,3,2019-08-17,Carlisle,Mansfield,120,2026-05-27T17:11:32
9042781,3,3,2019-08-17,Colchester,Cambridge,120,2026-05-27T17:11:32
9042782,3,3,2019-08-17,Crewe,Walsall,120,2026-05-27T17:11:32
9042783,3,3,2019-08-17,Exeter,Swindon,120,2026-05-27T17:11:32
9042786,3,3,2019-08-17,Morecambe,Cheltenham,120,2026-05-27T17:11:32
9042784,3,3,2019-08-17,Forest Green,Grimsby,120,2026-05-27T17:11:32
9042785,3,3,2019-08-17,Leyton Orient,Stevenage,120,2026-05-27T17:11:32
9042787,3,3,2019-08-17,Newport County,Plymouth,120,2026-05-27T17:11:32
9042788,3,3,2019-08-17,Northampton,Macclesfield,120,2026-05-27T17:11:32
9042789,3,3,2019-08-17,Salford,Port Vale,120,2026-05-27T17:11:32
9042790,3,3,2019-08-17,Scunthorpe,Crawley Town,120,2026-05-27T17:11:32
9042791,4,4,2019-08-20,Cambridge,Scunthorpe,120,2026-05-27T17:11:32
9042792,4,4,2019-08-20,Cheltenham,Carlisle,120,2026-05-27T17:11:32
9042793,4,4,2019-08-20,Crawley Town,Crewe,120,2026-05-27T17:11:32
9042799,4,4,2019-08-20,Port Vale,Forest Green,120,2026-05-27T17:11:32
9042800,4,4,2019-08-20,Stevenage,Bradford,120,2026-05-27T17:11:32
9042802,4,4,2019-08-20,Walsall,Newport County,120,2026-05-27T17:11:32
9042794,4,4,2019-08-20,Grimsby,Colchester,120,2026-05-27T17:11:32
9042795,4,4,2019-08-20,Macclesfield,Morecambe,120,2026-05-27T17:11:32
9042796,4,4,2019-08-20,Mansfield,Leyton Orient,120,2026-05-27T17:11:32
