MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9016861,1,1,2010-08-07,Accrington,Aldershot,48,2026-05-27T22:11:42
9016862,1,1,2010-08-07,Burton,Oxford,48,2026-05-27T22:11:42
9016865,1,1,2010-08-07,Crewe,Hereford,48,2026-05-27T22:11:42
9016863,1,1,2010-08-07,Bury,Port Vale,48,2026-05-27T22:11:42
9016864,1,1,2010-08-07,Chesterfield,Barnet,48,2026-05-27T22:11:42
9016866,1,1,2010-08-07,Gillingham,Cheltenham,48,2026-05-27T22:11:42
9016870,1,1,2010-08-07,Stevenage,Macclesfield,48,2026-05-27T22:11:42
9016867,1,1,2010-08-07,Rotherham,Lincoln,48,2026-05-27T22:11:42
9016868,1,1,2010-08-07,Shrewsbury,Bradford,48,2026-05-27T22:11:42
9016869,1,1,2010-08-07,Southend,Stockport,48,2026-05-27T22:11:42
9016871,1,1,2010-08-07,Torquay,Northampton,48,2026-05-27T22:11:42
9016872,1,1,2010-08-07,Wycombe,Morecambe,48,2026-05-27T22:11:42
9016873,2,2,2010-08-14,Aldershot,Southend,48,2026-05-27T22:11:42
9016875,2,2,2010-08-14,Bradford,Stevenage,48,2026-05-27T22:11:42
9016876,2,2,2010-08-14,Cheltenham,Crewe,48,2026-05-27T22:11:42
9016874,2,2,2010-08-14,Barnet,Burton,48,2026-05-27T22:11:42
9016880,2,2,2010-08-14,Morecambe,Rotherham,48,2026-05-27T22:11:42
9016883,2,2,2010-08-14,Port Vale,Chesterfield,48,2026-05-27T22:11:42
9016877,2,2,2010-08-14,Hereford,Gillingham,48,2026-05-27T22:11:42
9016878,2,2,2010-08-14,Lincoln,Torquay,48,2026-05-27T22:11:42
9016879,2,2,2010-08-14,Macclesfield,Shrewsbury,48,2026-05-27T22:11:42
9016881,2,2,2010-08-14,Northampton,Accrington,48,2026-05-27T22:11:42
9016882,2,2,2010-08-14,Oxford,Bury,48,2026-05-27T22:11:42
9016884,2,2,2010-08-14,Stockport,Wycombe,48,2026-05-27T22:11:42
9016885,3,3,2010-08-21,Accrington,Macclesfield,48,2026-05-27T22:11:42
9016886,3,3,2010-08-21,Burton,Morecambe,48,2026-05-27T22:11:42
9016889,3,3,2010-08-21,Crewe,Barnet,48,2026-05-27T22:11:42
9016887,3,3,2010-08-21,Bury,Northampton,48,2026-05-27T22:11:42
9016888,3,3,2010-08-21,Chesterfield,Hereford,48,2026-05-27T22:11:42
9016890,3,3,2010-08-21,Gillingham,Lincoln,48,2026-05-27T22:11:42
9016894,3,3,2010-08-21,Stevenage,Stockport,48,2026-05-27T22:11:42
9016891,3,3,2010-08-21,Rotherham,Cheltenham,48,2026-05-27T22:11:42
