MatchID,OldMatchday,NewMatchday,Date,Home,Away,SeasonID,BackupTimestamp
9034225,1,1,2016-08-06,Accrington,Doncaster,96,2026-05-27T16:14:17
9034227,1,1,2016-08-06,Cambridge,Barnet,96,2026-05-27T16:14:17
9034228,1,1,2016-08-06,Cheltenham,Leyton Orient,96,2026-05-27T16:14:17
9034229,1,1,2016-08-06,Crawley Town,Wycombe,96,2026-05-27T16:14:17
9034226,1,1,2016-08-06,Blackpool,Exeter,96,2026-05-27T16:14:17
9034234,1,1,2016-08-06,Portsmouth,Carlisle,96,2026-05-27T16:14:17
9034235,1,1,2016-08-06,Stevenage,Crewe,96,2026-05-27T16:14:17
9034230,1,1,2016-08-06,Grimsby,Morecambe,96,2026-05-27T16:14:17
9034231,1,1,2016-08-06,Hartlepool,Colchester,96,2026-05-27T16:14:17
9034232,1,1,2016-08-06,Newport County,Mansfield,96,2026-05-27T16:14:17
9034233,1,1,2016-08-06,Plymouth,Luton,96,2026-05-27T16:14:17
9034236,1,1,2016-08-06,Yeovil,Notts County,96,2026-05-27T16:14:17
9034238,2,2,2016-08-13,Carlisle,Plymouth,96,2026-05-27T16:14:17
9034239,2,2,2016-08-13,Colchester,Cambridge,96,2026-05-27T16:14:17
9034240,2,2,2016-08-13,Crewe,Portsmouth,96,2026-05-27T16:14:17
9034241,2,2,2016-08-13,Doncaster,Crawley Town,96,2026-05-27T16:14:17
9034242,2,2,2016-08-13,Exeter,Hartlepool,96,2026-05-27T16:14:17
9034237,2,2,2016-08-13,Barnet,Accrington,96,2026-05-27T16:14:17
9034246,2,2,2016-08-13,Morecambe,Blackpool,96,2026-05-27T16:14:17
9034243,2,2,2016-08-13,Leyton Orient,Newport County,96,2026-05-27T16:14:17
9034244,2,2,2016-08-13,Luton,Yeovil,96,2026-05-27T16:14:17
9034245,2,2,2016-08-13,Mansfield,Cheltenham,96,2026-05-27T16:14:17
9034247,2,2,2016-08-13,Notts County,Stevenage,96,2026-05-27T16:14:17
9034248,2,2,2016-08-13,Wycombe,Grimsby,96,2026-05-27T16:14:17
9034250,3,3,2016-08-16,Carlisle,Cheltenham,96,2026-05-27T16:14:17
9034251,3,3,2016-08-16,Colchester,Grimsby,96,2026-05-27T16:14:17
9034252,3,3,2016-08-16,Crewe,Hartlepool,96,2026-05-27T16:14:17
9034253,3,3,2016-08-16,Doncaster,Cambridge,96,2026-05-27T16:14:17
9034254,3,3,2016-08-16,Exeter,Crawley Town,96,2026-05-27T16:14:17
9034249,3,3,2016-08-16,Barnet,Blackpool,96,2026-05-27T16:14:17
9034258,3,3,2016-08-16,Morecambe,Portsmouth,96,2026-05-27T16:14:17
9034255,3,3,2016-08-16,Leyton Orient,Stevenage,96,2026-05-27T16:14:17
9034256,3,3,2016-08-16,Luton,Newport County,96,2026-05-27T16:14:17
9034257,3,3,2016-08-16,Mansfield,Yeovil,96,2026-05-27T16:14:17
9034259,3,3,2016-08-16,Notts County,Plymouth,96,2026-05-27T16:14:17
9034260,3,3,2016-08-16,Wycombe,Accrington,96,2026-05-27T16:14:17
9034261,4,4,2016-08-20,Accrington,Exeter,96,2026-05-27T16:14:17
9034263,4,4,2016-08-20,Cambridge,Carlisle,96,2026-05-27T16:14:17
9034264,4,4,2016-08-20,Cheltenham,Doncaster,96,2026-05-27T16:14:17
9034265,4,4,2016-08-20,Crawley Town,Barnet,96,2026-05-27T16:14:17
9034262,4,4,2016-08-20,Blackpool,Wycombe,96,2026-05-27T16:14:17
9034270,4,4,2016-08-20,Portsmouth,Colchester,96,2026-05-27T16:14:17
9034271,4,4,2016-08-20,Stevenage,Luton,96,2026-05-27T16:14:17
9034266,4,4,2016-08-20,Grimsby,Leyton Orient,96,2026-05-27T16:14:17
9034267,4,4,2016-08-20,Hartlepool,Notts County,96,2026-05-27T16:14:17
9034268,4,4,2016-08-20,Newport County,Crewe,96,2026-05-27T16:14:17
9034269,4,4,2016-08-20,Plymouth,Mansfield,96,2026-05-27T16:14:17
9034272,4,4,2016-08-20,Yeovil,Morecambe,96,2026-05-27T16:14:17
9034273,5,5,2016-08-27,Accrington,Morecambe,96,2026-05-27T16:14:17
9034276,5,5,2016-08-27,Cambridge,Luton,96,2026-05-27T16:14:17
9034277,5,5,2016-08-27,Cheltenham,Crewe,96,2026-05-27T16:14:17
9034278,5,5,2016-08-27,Crawley Town,Notts County,96,2026-05-27T16:14:17
9034279,5,5,2016-08-27,Doncaster,Yeovil,96,2026-05-27T16:14:17
9034280,5,5,2016-08-27,Exeter,Portsmouth,96,2026-05-27T16:14:17
9034274,5,5,2016-08-27,Barnet,Carlisle,96,2026-05-27T16:14:17
9034275,5,5,2016-08-27,Blackpool,Plymouth,96,2026-05-27T16:14:17
9034281,5,5,2016-08-27,Grimsby,Stevenage,96,2026-05-27T16:14:17
9034282,5,5,2016-08-27,Hartlepool,Newport County,96,2026-05-27T16:14:17
9034283,5,5,2016-08-27,Leyton Orient,Mansfield,96,2026-05-27T16:14:17
9034284,5,5,2016-08-27,Wycombe,Colchester,96,2026-05-27T16:14:17
9034285,6,6,2016-09-03,Carlisle,Accrington,96,2026-05-27T16:14:17
9034286,6,6,2016-09-03,Colchester,Exeter,96,2026-05-27T16:14:17
9034287,6,6,2016-09-03,Crewe,Doncaster,96,2026-05-27T16:14:17
9034290,6,6,2016-09-03,Morecambe,Leyton Orient,96,2026-05-27T16:14:17
9034293,6,6,2016-09-03,Portsmouth,Crawley Town,96,2026-05-27T16:14:17
9034294,6,6,2016-09-03,Stevenage,Hartlepool,96,2026-05-27T16:14:17
9034288,6,6,2016-09-03,Luton,Wycombe,96,2026-05-27T16:14:17
9034289,6,6,2016-09-03,Mansfield,Cambridge,96,2026-05-27T16:14:17
9034291,6,6,2016-09-03,Notts County,Grimsby,96,2026-05-27T16:14:17
9034292,6,6,2016-09-03,Plymouth,Cheltenham,96,2026-05-27T16:14:17
9034295,6,6,2016-09-03,Yeovil,Blackpool,96,2026-05-27T16:14:17
9034391,15,6,2016-10-25,Newport County,Barnet,96,2026-05-27T16:14:17
9034296,7,7,2016-09-10,Carlisle,Leyton Orient,96,2026-05-27T16:14:17
9034297,7,7,2016-09-10,Colchester,Blackpool,96,2026-05-27T16:14:17
9034298,7,7,2016-09-10,Crewe,Exeter,96,2026-05-27T16:14:17
