league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
econf,2021-22,1,2021-08-21,Aldershot Town,FC Chesterfield,0,2,0,0,4729874
econf,2021-22,1,2021-08-21,FC Barnet,Notts County,0,5,0,0,4729875
econf,2021-22,1,2021-08-21,FC King's Lynn,Southend United,0,1,0,1,4729879
econf,2021-22,1,2021-08-21,FC Wealdstone,FC Woking,1,2,0,2,4729882
econf,2021-22,1,2021-08-21,FC Weymouth,Boreham Wood,0,2,0,2,4729883
econf,2021-22,1,2021-08-21,Halifax Town,Maidenhead United,1,2,1,0,4729878
econf,2021-22,1,2021-08-21,Stockport County,Dagenham & Redbridge,1,3,1,1,4729880
econf,2021-22,1,2021-08-21,Torquay United,FC Altrincham,1,3,0,2,4729881
econf,2021-22,1,2021-08-28,Boreham Wood,Aldershot Town,1,0,0,0,4729885
econf,2021-22,1,2021-09-21,Dover Athletic,Solihull Moors,0,0,0,0,4729877
econf,2021-22,1,2021-09-28,FC Bromley,Grimsby Town,3,1,0,1,4729876
econf,2021-22,1,2021-11-30,AFC Wrexham,Yeovil Town,0,2,,,4729884
econf,2021-22,2,2021-08-28,Dagenham & Redbridge,FC Bromley,4,2,1,1,4729887
econf,2021-22,2,2021-08-28,FC Chesterfield,FC Wealdstone,2,0,1,0,4729886
econf,2021-22,2,2021-08-28,FC Eastleigh,AFC Wrexham,0,2,0,2,4729888
econf,2021-22,2,2021-08-28,FC Woking,Halifax Town,2,3,1,2,4729894
econf,2021-22,2,2021-08-28,Grimsby Town,FC Weymouth,1,0,0,0,4729889
econf,2021-22,2,2021-08-28,Maidenhead United,Dover Athletic,2,0,2,0,4729890
econf,2021-22,2,2021-08-28,Notts County,Torquay United,1,1,0,1,4729891
econf,2021-22,2,2021-08-28,Solihull Moors,FC Barnet,1,1,1,0,4729892
econf,2021-22,2,2021-08-28,Southend United,Stockport County,0,1,0,1,4729893
econf,2021-22,2,2021-08-28,Yeovil Town,FC King's Lynn,1,2,1,0,4729895
econf,2021-22,2,2021-08-30,Aldershot Town,Yeovil Town,1,2,0,1,4729896
econf,2021-22,2,2021-08-30,FC Barnet,Dagenham & Redbridge,0,2,0,2,4729897
econf,2021-22,3,2021-08-30,AFC Wrexham,Notts County,1,1,0,1,4729906
econf,2021-22,3,2021-08-30,Dover Athletic,Boreham Wood,0,1,0,1,4729899
econf,2021-22,3,2021-08-30,FC Bromley,FC Eastleigh,3,0,1,0,4729898
econf,2021-22,3,2021-08-30,FC King's Lynn,FC Chesterfield,0,2,0,1,4729901
econf,2021-22,3,2021-08-30,FC Wealdstone,Southend United,0,0,0,0,4729904
econf,2021-22,3,2021-08-30,FC Weymouth,Maidenhead United,3,1,2,0,4729905
econf,2021-22,3,2021-08-30,Halifax Town,FC Altrincham,2,0,0,0,4729900
econf,2021-22,3,2021-08-30,Torquay United,FC Woking,0,4,0,2,4729903
econf,2021-22,3,2021-08-31,Stockport County,Grimsby Town,0,0,0,0,4729902
econf,2021-22,3,2021-09-04,Boreham Wood,Stockport County,0,0,0,0,4729908
econf,2021-22,3,2021-09-04,FC Altrincham,Dover Athletic,3,2,1,1,4729907
econf,2021-22,3,2021-09-04,FC Chesterfield,FC Bromley,2,2,1,1,4729909
econf,2021-22,4,2021-09-04,Dagenham & Redbridge,FC Wealdstone,2,2,1,1,4729910
econf,2021-22,4,2021-09-04,FC Eastleigh,FC King's Lynn,3,3,2,0,4729911
econf,2021-22,4,2021-09-04,Grimsby Town,FC Barnet,4,3,1,2,4729912
econf,2021-22,4,2021-09-04,Maidenhead United,Torquay United,3,4,0,4,4729913
econf,2021-22,4,2021-09-04,Notts County,Aldershot Town,3,2,1,1,4729914
econf,2021-22,4,2021-09-04,Solihull Moors,FC Weymouth,3,4,1,3,4729915
econf,2021-22,4,2021-09-04,Southend United,AFC Wrexham,2,2,1,0,4729916
econf,2021-22,4,2021-09-04,Yeovil Town,Halifax Town,1,0,1,0,4729917
econf,2021-22,4,2021-09-11,Aldershot Town,Solihull Moors,1,2,1,1,4729918
econf,2021-22,4,2021-09-11,Dover Athletic,FC Chesterfield,0,0,0,0,4729921
econf,2021-22,4,2021-09-11,FC Barnet,FC Eastleigh,1,1,1,0,4729919
econf,2021-22,4,2021-09-11,FC Bromley,Boreham Wood,2,3,0,1,4729920
econf,2021-22,5,2021-09-11,AFC Wrexham,FC Woking,1,0,1,0,4729928
econf,2021-22,5,2021-09-11,FC King's Lynn,Dagenham & Redbridge,1,2,0,0,4729923
econf,2021-22,5,2021-09-11,FC Wealdstone,FC Altrincham,1,0,0,0,4729926
econf,2021-22,5,2021-09-11,FC Weymouth,Notts County,1,1,0,0,4729927
econf,2021-22,5,2021-09-11,Halifax Town,Southend United,3,1,1,0,4729922
econf,2021-22,5,2021-09-11,Stockport County,Yeovil Town,0,3,0,1,4729924
econf,2021-22,5,2021-09-11,Torquay United,Grimsby Town,1,3,1,2,4729925
econf,2021-22,5,2021-09-14,Boreham Wood,Halifax Town,2,2,2,1,4729930
econf,2021-22,5,2021-09-14,Dagenham & Redbridge,FC Weymouth,4,2,1,2,4729932
econf,2021-22,5,2021-09-14,FC Chesterfield,FC Barnet,4,2,2,2,4729931
econf,2021-22,5,2021-09-14,FC Eastleigh,Dover Athletic,4,1,4,0,4729933
econf,2021-22,5,2021-09-28,FC Altrincham,FC King's Lynn,4,1,1,0,4729929
econf,2021-22,6,2021-09-14,Grimsby Town,AFC Wrexham,3,1,2,1,4729934
econf,2021-22,6,2021-09-14,Maidenhead United,Stockport County,0,2,0,1,4729935
econf,2021-22,6,2021-09-14,Notts County,FC Wealdstone,3,2,2,1,4729936
econf,2021-22,6,2021-09-14,Solihull Moors,Torquay United,2,1,1,0,4729937
econf,2021-22,6,2021-09-14,Southend United,Aldershot Town,2,3,1,1,4729938
econf,2021-22,6,2021-09-18,FC Bromley,FC Barnet,2,0,1,0,4729940
econf,2021-22,6,2021-09-18,Grimsby Town,FC Eastleigh,2,0,1,0,4729942
econf,2021-22,6,2021-09-18,Halifax Town,Stockport County,3,0,1,0,4729941
econf,2021-22,6,2021-09-18,Notts County,Maidenhead United,1,0,0,0,4729943
econf,2021-22,6,2021-09-18,Solihull Moors,Boreham Wood,3,1,2,1,4729944
econf,2021-22,6,2021-09-18,Torquay United,Southend United,1,0,0,0,4729945
econf,2021-22,6,2021-11-02,FC Woking,FC Bromley,0,2,0,0,4729939
econf,2021-22,7,2021-09-18,AFC Wrexham,Dagenham & Redbridge,1,0,1,0,4729949
econf,2021-22,7,2021-09-18,FC Wealdstone,Aldershot Town,2,2,1,0,4729946
econf,2021-22,7,2021-09-18,FC Weymouth,Dover Athletic,1,1,1,1,4729947
econf,2021-22,7,2021-09-25,Aldershot Town,Halifax Town,0,1,0,1,4729951
econf,2021-22,7,2021-09-25,Boreham Wood,Yeovil Town,2,1,1,1,4729954
econf,2021-22,7,2021-09-25,Dagenham & Redbridge,Solihull Moors,5,1,2,1,4729956
econf,2021-22,7,2021-09-25,Dover Athletic,FC Bromley,0,1,0,1,4729957
econf,2021-22,7,2021-09-25,FC Altrincham,Notts County,1,0,1,0,4729952
econf,2021-22,7,2021-09-25,FC Barnet,FC Weymouth,3,1,1,0,4729953
econf,2021-22,7,2021-09-25,FC Chesterfield,Torquay United,2,2,0,0,4729955
econf,2021-22,7,2021-09-28,FC Woking,FC Chesterfield,3,1,0,1,4729948
econf,2021-22,7,2021-10-12,Yeovil Town,FC Altrincham,1,1,0,0,4729950
econf,2021-22,8,2021-09-18,Yeovil Town,FC Chesterfield,0,2,0,2,4729964
econf,2021-22,8,2021-09-25,FC Eastleigh,FC Woking,3,2,1,2,4729958
econf,2021-22,8,2021-09-25,FC King's Lynn,FC Wealdstone,0,1,0,1,4729959
econf,2021-22,8,2021-09-25,Maidenhead United,Grimsby Town,1,1,0,0,4729960
econf,2021-22,8,2021-09-25,Stockport County,AFC Wrexham,2,1,0,1,4729961
econf,2021-22,8,2021-10-02,Aldershot Town,AFC Wrexham,,,,,4729962
econf,2021-22,8,2021-10-02,Dagenham & Redbridge,FC Altrincham,2,3,2,1,4729965
econf,2021-22,8,2021-10-02,FC Barnet,Halifax Town,0,0,0,0,4729963
econf,2021-22,8,2021-10-02,FC Eastleigh,Boreham Wood,1,1,1,1,4729966
econf,2021-22,8,2021-10-02,Grimsby Town,Dover Athletic,6,0,5,0,4729967
econf,2021-22,8,2021-10-02,Maidenhead United,FC King's Lynn,2,3,1,0,4729968
econf,2021-22,8,2021-10-02,Notts County,FC Woking,1,4,1,0,4729969
econf,2021-22,9,2021-10-02,FC Weymouth,Stockport County,1,2,1,0,4729972
econf,2021-22,9,2021-10-02,Solihull Moors,Southend United,2,0,1,0,4729970
econf,2021-22,9,2021-10-02,Torquay United,FC Wealdstone,5,0,4,0,4729971
econf,2021-22,9,2021-10-05,Boreham Wood,Torquay United,2,0,1,0,4729974
econf,2021-22,9,2021-10-05,Dover Athletic,Aldershot Town,1,2,0,1,4729976
econf,2021-22,9,2021-10-05,FC Altrincham,Grimsby Town,2,3,0,1,4729973
econf,2021-22,9,2021-10-05,FC Bromley,FC Weymouth,3,0,2,0,4729975
econf,2021-22,9,2021-10-05,FC King's Lynn,FC Barnet,1,1,1,1,4729978
econf,2021-22,9,2021-10-05,FC Wealdstone,Solihull Moors,0,0,0,0,4729980
econf,2021-22,9,2021-10-05,FC Woking,Dagenham & Redbridge,1,0,1,0,4729981
econf,2021-22,9,2021-10-05,Halifax Town,Notts County,3,2,0,1,4729977
econf,2021-22,9,2021-10-05,Southend United,FC Eastleigh,1,0,0,0,4729979
econf,2021-22,10,2021-10-05,AFC Wrexham,FC Chesterfield,1,1,0,1,4729982
econf,2021-22,10,2021-10-05,Yeovil Town,Maidenhead United,0,0,0,0,4729983
econf,2021-22,10,2021-10-09,Boreham Wood,Dagenham & Redbridge,2,0,0,0,4729985
econf,2021-22,10,2021-10-09,Dover Athletic,FC Barnet,1,2,0,1,4729987
econf,2021-22,10,2021-10-09,FC Altrincham,Maidenhead United,2,0,0,0,4729984
econf,2021-22,10,2021-10-09,FC Bromley,Torquay United,2,0,2,0,4729986
econf,2021-22,10,2021-10-09,FC King's Lynn,Solihull Moors,0,1,0,0,4729989
econf,2021-22,10,2021-10-09,FC Wealdstone,FC Eastleigh,1,2,0,1,4729992
econf,2021-22,10,2021-10-09,FC Woking,Grimsby Town,0,1,0,0,4729993
econf,2021-22,10,2021-10-09,Halifax Town,FC Weymouth,2,0,1,0,4729988
econf,2021-22,10,2021-10-09,Southend United,FC Chesterfield,0,4,0,2,4729990
econf,2021-22,10,2021-10-09,Stockport County,Aldershot Town,1,0,1,0,4729991
econf,2021-22,11,2021-10-09,Yeovil Town,Notts County,0,2,0,1,4729994
econf,2021-22,11,2021-10-23,Aldershot Town,FC Bromley,2,3,2,2,4729995
econf,2021-22,11,2021-10-23,Dagenham & Redbridge,Southend United,3,0,0,0,4729998
econf,2021-22,11,2021-10-23,FC Barnet,AFC Wrexham,0,3,0,2,4729996
econf,2021-22,11,2021-10-23,FC Chesterfield,Boreham Wood,2,1,2,0,4729997
econf,2021-22,11,2021-10-23,FC Eastleigh,FC Altrincham,2,1,0,1,4729999
econf,2021-22,11,2021-10-23,FC Weymouth,FC Wealdstone,1,1,1,0,4730005
econf,2021-22,11,2021-10-23,Grimsby Town,Yeovil Town,2,0,1,0,4730000
econf,2021-22,11,2021-10-23,Maidenhead United,FC Woking,3,2,1,1,4730001
econf,2021-22,11,2021-10-23,Notts County,Stockport County,2,1,0,0,4730002
econf,2021-22,11,2021-10-23,Solihull Moors,Halifax Town,1,0,0,0,4730003
econf,2021-22,11,2021-10-23,Torquay United,FC King's Lynn,2,0,1,0,4730004
econf,2021-22,12,2021-10-26,Aldershot Town,FC Weymouth,0,2,0,1,4730006
econf,2021-22,12,2021-10-26,FC Altrincham,Solihull Moors,1,2,1,0,4730007
econf,2021-22,12,2021-10-26,FC Chesterfield,FC Eastleigh,1,0,1,0,4730008
econf,2021-22,12,2021-10-26,FC King's Lynn,Boreham Wood,0,1,0,1,4730010
econf,2021-22,12,2021-10-26,FC Wealdstone,Grimsby Town,1,0,1,0,4730015
econf,2021-22,12,2021-10-26,Halifax Town,Dagenham & Redbridge,1,0,1,0,4730009
econf,2021-22,12,2021-10-26,Maidenhead United,AFC Wrexham,3,2,2,1,4730011
econf,2021-22,12,2021-10-26,Notts County,FC Bromley,1,1,0,0,4730012
econf,2021-22,12,2021-10-26,Stockport County,FC Barnet,1,2,1,1,4730014
econf,2021-22,12,2021-10-26,Yeovil Town,FC Woking,2,0,1,0,4730016
econf,2021-22,12,2021-10-30,FC Barnet,Aldershot Town,2,1,1,0,4730017
econf,2021-22,12,2021-11-02,Southend United,Dover Athletic,4,1,2,0,4730013
econf,2021-22,13,2021-10-30,AFC Wrexham,Torquay United,1,1,1,0,4730027
econf,2021-22,13,2021-10-30,Boreham Wood,Southend United,1,0,0,0,4730018
econf,2021-22,13,2021-10-30,Dagenham & Redbridge,FC Chesterfield,2,2,2,0,4730020
econf,2021-22,13,2021-10-30,Dover Athletic,Stockport County,2,5,1,2,4730021
econf,2021-22,13,2021-10-30,FC Bromley,Halifax Town,0,0,0,0,4730019
econf,2021-22,13,2021-10-30,FC Eastleigh,Maidenhead United,1,0,1,0,4730022
econf,2021-22,13,2021-10-30,FC Weymouth,FC King's Lynn,1,0,0,0,4730025
econf,2021-22,13,2021-10-30,FC Woking,FC Altrincham,3,2,1,1,4730026
econf,2021-22,13,2021-10-30,Grimsby Town,Notts County,0,1,0,0,4730023
econf,2021-22,13,2021-10-30,Solihull Moors,Yeovil Town,0,0,0,0,4730024
econf,2021-22,13,2021-11-13,Aldershot Town,Grimsby Town,2,1,1,1,4730028
econf,2021-22,13,2021-11-13,FC Altrincham,Boreham Wood,1,1,0,0,4730029
econf,2021-22,14,2021-11-13,FC Chesterfield,FC Weymouth,4,0,2,0,4730030
econf,2021-22,14,2021-11-13,FC King's Lynn,AFC Wrexham,2,6,1,1,4730031
econf,2021-22,14,2021-11-13,FC Wealdstone,FC Barnet,1,0,0,0,4730037
econf,2021-22,14,2021-11-13,Maidenhead United,Dagenham & Redbridge,1,4,0,2,4730032
econf,2021-22,14,2021-11-13,Notts County,Solihull Moors,2,0,0,0,4730033
econf,2021-22,14,2021-11-13,Southend United,FC Woking,0,2,0,1,4730034
econf,2021-22,14,2021-11-13,Stockport County,FC Bromley,1,1,0,0,4730035
econf,2021-22,14,2021-11-13,Torquay United,Dover Athletic,2,1,1,1,4730036
econf,2021-22,14,2021-11-13,Yeovil Town,FC Eastleigh,2,1,1,0,4730038
