league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el2,2011-12,1,2011-08-06,AFC Wimbledon,Bristol Rovers,2,3,1,2,1144325
el2,2011-12,1,2011-08-06,Bradford City,Aldershot Town,1,2,0,2,1144326
el2,2011-12,1,2011-08-06,FC Gillingham,Cheltenham Town,1,0,1,0,1144327
el2,2011-12,1,2011-08-06,FC Morecambe,FC Barnet,0,1,0,0,1144329
el2,2011-12,1,2011-08-06,FC Port Vale,Crawley Town,2,2,1,1,1144331
el2,2011-12,1,2011-08-06,Macclesfield Town,Dagenham & Redbridge,0,1,0,0,1144328
el2,2011-12,1,2011-08-06,Northampton Town,Accrington Stanley,0,0,0,0,1144330
el2,2011-12,1,2011-08-06,Rotherham United,Oxford United,1,0,0,0,1144332
el2,2011-12,1,2011-08-06,Shrewsbury Town,Plymouth Argyle,1,1,0,0,1144333
el2,2011-12,1,2011-08-06,Southend United,Hereford United,1,0,1,0,1144334
el2,2011-12,1,2011-08-06,Swindon Town,Crewe Alexandra,3,0,1,0,1144335
el2,2011-12,1,2011-08-06,Torquay United,Burton Albion,2,2,0,0,1144336
el2,2011-12,2,2011-08-13,Accrington Stanley,Southend United,1,2,1,1,1144337
el2,2011-12,2,2011-08-13,Aldershot Town,Northampton Town,0,1,0,1,1144338
el2,2011-12,2,2011-08-13,Bristol Rovers,Torquay United,1,2,0,2,1144340
el2,2011-12,2,2011-08-13,Burton Albion,Shrewsbury Town,1,1,1,0,1144341
el2,2011-12,2,2011-08-13,Cheltenham Town,Swindon Town,1,0,0,0,1144342
el2,2011-12,2,2011-08-13,Crawley Town,Macclesfield Town,2,0,0,0,1144343
el2,2011-12,2,2011-08-13,Crewe Alexandra,FC Gillingham,1,2,0,2,1144344
el2,2011-12,2,2011-08-13,Dagenham & Redbridge,AFC Wimbledon,0,2,0,1,1144345
el2,2011-12,2,2011-08-13,FC Barnet,FC Port Vale,1,3,0,2,1144339
el2,2011-12,2,2011-08-13,Hereford United,FC Morecambe,0,3,0,2,1144346
el2,2011-12,2,2011-08-13,Oxford United,Bradford City,1,1,1,0,1144347
el2,2011-12,2,2011-08-13,Plymouth Argyle,Rotherham United,1,4,0,0,1144348
el2,2011-12,3,2011-08-16,Accrington Stanley,Bradford City,1,0,0,0,1144349
el2,2011-12,3,2011-08-16,Aldershot Town,Torquay United,0,1,0,1,1144350
el2,2011-12,3,2011-08-16,Bristol Rovers,Northampton Town,2,1,1,0,1144352
el2,2011-12,3,2011-08-16,Burton Albion,FC Port Vale,1,1,1,1,1144353
el2,2011-12,3,2011-08-16,Cheltenham Town,FC Morecambe,1,2,0,0,1144354
el2,2011-12,3,2011-08-16,Crawley Town,Southend United,3,0,0,0,1144355
el2,2011-12,3,2011-08-16,Crewe Alexandra,Rotherham United,1,2,0,1,1144356
el2,2011-12,3,2011-08-16,Dagenham & Redbridge,Swindon Town,1,0,0,0,1144357
el2,2011-12,3,2011-08-16,FC Barnet,FC Gillingham,2,2,0,1,1144351
el2,2011-12,3,2011-08-16,Hereford United,Macclesfield Town,0,4,0,0,1144358
el2,2011-12,3,2011-08-16,Oxford United,Shrewsbury Town,2,0,1,0,1144359
el2,2011-12,3,2011-08-16,Plymouth Argyle,AFC Wimbledon,0,2,0,0,1144360
el2,2011-12,4,2011-08-20,AFC Wimbledon,Hereford United,1,1,1,1,1144361
el2,2011-12,4,2011-08-20,Bradford City,Dagenham & Redbridge,0,1,0,1,1144362
el2,2011-12,4,2011-08-20,FC Gillingham,Plymouth Argyle,3,0,0,0,1144363
el2,2011-12,4,2011-08-20,FC Morecambe,Aldershot Town,2,0,1,0,1144365
el2,2011-12,4,2011-08-20,FC Port Vale,Accrington Stanley,4,1,4,0,1144367
el2,2011-12,4,2011-08-20,Macclesfield Town,Bristol Rovers,0,0,0,0,1144364
