league,season,matchday,date,home,away,fth,fta,hth,hta,match_id
el1,2024-25,1,2024-08-09,FC Barnsley,Mansfield Town,1,2,1,2,4929180
el1,2024-25,1,2024-08-10,AFC Wrexham,Wycombe Wanderers,3,2,2,0,4929191
el1,2024-25,1,2024-08-10,Birmingham City,FC Reading,1,1,0,1,4929181
el1,2024-25,1,2024-08-10,Bristol Rovers,Northampton Town,1,0,0,0,4929182
el1,2024-25,1,2024-08-10,Burton Albion,Lincoln City,2,3,2,2,4929183
el1,2024-25,1,2024-08-10,Crawley Town,FC Blackpool,2,1,2,0,4929184
el1,2024-25,1,2024-08-10,Exeter City,Rotherham United,1,0,0,0,4929185
el1,2024-25,1,2024-08-10,FC Stevenage,Shrewsbury Town,1,0,0,0,4929188
el1,2024-25,1,2024-08-10,Leyton Orient,Bolton Wanderers,1,2,1,1,4929186
el1,2024-25,1,2024-08-10,Peterborough United,Huddersfield Town,0,2,0,2,4929187
el1,2024-25,1,2024-08-10,Stockport County,Cambridge United,2,0,1,0,4929189
el1,2024-25,1,2024-08-10,Wigan Athletic,Charlton Athletic,0,1,0,0,4929190
el1,2024-25,2,2024-08-17,Cambridge United,Crawley Town,0,1,0,0,4929194
el1,2024-25,2,2024-08-17,Charlton Athletic,Leyton Orient,1,0,0,0,4929195
el1,2024-25,2,2024-08-17,FC Blackpool,Stockport County,0,3,0,0,4929192
el1,2024-25,2,2024-08-17,FC Reading,Wigan Athletic,2,0,1,0,4929200
el1,2024-25,2,2024-08-17,Huddersfield Town,FC Stevenage,2,1,1,0,4929196
el1,2024-25,2,2024-08-17,Lincoln City,FC Barnsley,1,2,0,1,4929197
el1,2024-25,2,2024-08-17,Mansfield Town,Burton Albion,3,3,2,1,4929198
el1,2024-25,2,2024-08-17,Northampton Town,Exeter City,2,1,0,1,4929199
el1,2024-25,2,2024-08-17,Rotherham United,Bristol Rovers,0,0,0,0,4929201
el1,2024-25,2,2024-08-17,Shrewsbury Town,Peterborough United,1,4,1,1,4929202
el1,2024-25,2,2024-08-17,Wycombe Wanderers,Birmingham City,2,3,1,1,4929203
el1,2024-25,2,2024-08-18,Bolton Wanderers,AFC Wrexham,0,0,0,0,4929193
el1,2024-25,3,2024-08-24,AFC Wrexham,FC Reading,3,0,2,0,4929214
el1,2024-25,3,2024-08-24,Burton Albion,FC Stevenage,0,0,0,0,4929205
el1,2024-25,3,2024-08-24,Cambridge United,FC Blackpool,4,4,1,3,4929206
el1,2024-25,3,2024-08-24,Charlton Athletic,Bolton Wanderers,2,0,1,0,4929207
el1,2024-25,3,2024-08-24,Exeter City,Peterborough United,1,2,1,2,4929208
el1,2024-25,3,2024-08-24,FC Barnsley,Northampton Town,2,2,1,0,4929204
el1,2024-25,3,2024-08-24,Huddersfield Town,Shrewsbury Town,1,0,1,0,4929209
el1,2024-25,3,2024-08-24,Leyton Orient,Birmingham City,1,2,1,2,4929210
el1,2024-25,3,2024-08-24,Lincoln City,Mansfield Town,4,1,2,0,4929211
el1,2024-25,3,2024-08-24,Stockport County,Bristol Rovers,2,0,1,0,4929212
el1,2024-25,3,2024-08-24,Wigan Athletic,Crawley Town,1,0,1,0,4929213
el1,2024-25,3,2024-08-24,Wycombe Wanderers,Rotherham United,2,0,0,0,4929215
el1,2024-25,4,2024-08-31,Birmingham City,Wigan Athletic,2,1,1,0,4929216
el1,2024-25,4,2024-08-31,Bolton Wanderers,Exeter City,0,2,0,1,4929218
el1,2024-25,4,2024-08-31,Bristol Rovers,Cambridge United,2,0,1,0,4929219
el1,2024-25,4,2024-08-31,Crawley Town,FC Barnsley,0,3,0,3,4929220
el1,2024-25,4,2024-08-31,FC Blackpool,Wycombe Wanderers,2,2,1,1,4929217
el1,2024-25,4,2024-08-31,FC Reading,Charlton Athletic,2,0,0,0,4929224
el1,2024-25,4,2024-08-31,FC Stevenage,Lincoln City,0,1,0,0,4929227
el1,2024-25,4,2024-08-31,Mansfield Town,Stockport County,1,1,1,1,4929221
el1,2024-25,4,2024-08-31,Northampton Town,Burton Albion,0,0,0,0,4929222
el1,2024-25,4,2024-08-31,Peterborough United,AFC Wrexham,0,2,0,2,4929223
el1,2024-25,4,2024-08-31,Rotherham United,Huddersfield Town,2,1,0,0,4929225
el1,2024-25,4,2024-08-31,Shrewsbury Town,Leyton Orient,3,0,1,0,4929226
el1,2024-25,5,2024-09-07,AFC Wrexham,Shrewsbury Town,3,0,2,0,4929238
el1,2024-25,5,2024-09-07,Charlton Athletic,Rotherham United,1,1,0,0,4929231
el1,2024-25,5,2024-09-07,FC Barnsley,Bristol Rovers,2,1,1,1,4929228
