city,model,n,bias,sigma,a,b
Shenzhen,gfs_seamless,41,0.549,1.912,1.458,0.1434
Shenzhen,icon_seamless,41,-0.607,1.562,1.253,0.1362
Shenzhen,ukmo_seamless,41,0.539,1.572,1.151,0.1584
Shenzhen,jma_seamless,41,-0.590,1.738,1.370,0.1457
Shenzhen,ecmwf_ifs025,41,-1.054,1.669,1.377,0.1443
Shenzhen,ensemble_mean,41,-0.233,1.462,1.222,0.1039
