city,model,n,bias,sigma,a,b
Moscow,gfs_seamless,700,-0.795,2.163,,
Moscow,icon_seamless,700,-0.582,1.365,,
Moscow,ukmo_seamless,534,0.263,2.282,,
Moscow,jma_seamless,700,0.265,1.978,,
Moscow,ecmwf_ifs025,700,-0.617,1.469,,
Moscow,ensemble_mean,534,-0.371,1.528,,
